Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
10/1/2019 10:00,106.8,32.2,616.1,133.1,88,75,66,3,29.83
10/1/2019 10:30,107.6,32.5,622.3,136.2,88,75,66,5,29.8
10/1/2019 11:00,108.5,32.9,636.7,140,90,73,59,5,29.8
10/1/2019 11:30,109.3,33,638.4,142.1,90,73,59,6,29.8
10/1/2019 12:00,111.5,30.7,671.5,179.3,90,72,55,6,29.77
10/1/2019 12:30,96.1,30.3,579.3,141,90,73,59,8,29.77
10/1/2019 13:00,92.2,32.9,632.1,137.7,90,73,59,7,29.74
10/1/2019 13:30,105.4,31,653,172.5,88,75,66,9,29.74
10/1/2019 14:00,110,30.5,638.1,171.6,86,72,62,12,29.74
10/1/2019 14:30,111.9,31,665.1,180.2,82,72,70,8,29.71
10/1/2019 15:00,112.4,31.2,674,185.4,82,72,70,6,29.71
10/1/2019 15:30,112,30.8,656.7,178.1,84,72,66,5,29.68
10/1/2019 16:00,104.3,30.3,599.8,153,84,75,74,8,29.71
10/1/2019 16:30,92.4,31.8,626.4,151,82,73,74,14,29.71
10/1/2019 17:00,107,30.2,628.2,163,82,72,70,10,29.68
10/1/2019 17:30,87.8,32.2,607.5,128.2,82,73,74,3,29.71
10/1/2019 18:00,102.5,33,626.3,140,82,75,79,2,29.71
10/1/2019 18:30,104.8,30.1,640.9,176.9,82,75,79,2,29.71
10/1/2019 19:00,83.6,31.8,566.3,120.9,82,77,84,1,29.74
10/1/2019 19:30,90.9,31.6,497.3,112,82,75,79,2,29.74
10/1/2019 20:00,90,31.2,485.7,112.5,82,77,84,1,29.74
10/1/2019 20:30,89.5,31.2,486.9,114.7,82,77,84,1,29.74
10/1/2019 21:00,88.4,31,478.4,112.4,82,77,84,5,29.74
10/1/2019 21:30,87.2,30.8,467,109.9,82,77,84,2,29.77
10/1/2019 22:00,86.1,30.7,464.6,108.1,82,77,84,1,29.77
10/1/2019 22:30,88.5,30.9,476.2,112,81,77,89,2,29.77
10/1/2019 23:00,88.4,31,474.3,112,81,77,89,3,29.77
10/1/2019 23:30,87.6,30.9,464.9,110.4,82,77,84,3,29.83
10/2/2019 0:00,84.6,30.6,449,106.8,82,77,84,3,29.8
10/2/2019 0:30,79.1,30.1,413.6,98,81,77,89,2,29.8
10/2/2019 1:00,79.1,30,409.9,98.6,81,77,89,2,29.8
10/2/2019 4:30,81,29.5,404.3,93,81,75,84,3,29.77
10/2/2019 5:00,81,29.5,402.9,93.2,81,75,84,2,29.77
10/2/2019 5:30,81,29.6,418.7,96.4,81,75,84,3,29.77
10/2/2019 6:00,79,29.8,431.5,100.6,81,75,84,3,29.77
10/2/2019 6:30,78,29.8,427.7,101.4,79,75,89,2,29.8
10/2/2019 7:00,83,30.2,473.2,105.5,81,75,84,2,29.8
10/2/2019 7:30,103.4,31.9,605.4,129.5,82,75,79,1,29.8
10/2/2019 8:00,105.1,31.7,585.4,122.2,84,75,74,2,29.8
10/2/2019 8:30,102.5,31.7,596.2,124.5,86,73,66,2,29.8
10/2/2019 9:00,101.1,31.9,582.7,124,88,75,66,5,29.83
10/2/2019 9:30,104,32.3,600.2,128.9,86,75,70,3,29.8
10/2/2019 10:00,107.3,32.9,606.1,132.5,88,75,66,3,29.83
10/2/2019 10:30,109.2,33.6,632.9,141.1,88,75,66,5,29.8
10/2/2019 11:00,106.2,32.8,627.7,158.3,90,73,59,5,29.8
10/2/2019 11:30,109.7,30.5,659.1,176,90,73,59,6,29.8
10/2/2019 12:00,109.4,30.4,641.3,172.8,90,72,55,6,29.77
10/2/2019 12:30,109.2,30.8,640.9,175.9,90,73,59,8,29.77
10/2/2019 13:00,109.8,30.8,650.8,178.2,90,73,59,7,29.74
10/2/2019 13:30,109.5,30.6,647.5,175.7,88,75,66,9,29.74
10/2/2019 14:00,90.6,30.8,583.6,130,86,72,62,12,29.74
10/2/2019 14:30,109.6,30.5,679.8,179,82,72,70,8,29.71
10/2/2019 15:00,108.3,30,631.9,167.2,82,72,70,6,29.71
10/2/2019 15:30,94.1,31,624.8,146.6,84,72,66,5,29.68
10/2/2019 16:00,107.3,29.6,681.4,177.5,84,75,74,8,29.71
10/2/2019 16:30,84.4,31,593.1,130.2,82,73,74,14,29.71
10/2/2019 17:00,105.7,29.6,680.7,180.2,82,72,70,10,29.68
10/2/2019 17:30,83.9,30.2,576.3,119,82,73,74,3,29.71
10/2/2019 18:00,95.6,30.6,575.2,119.5,82,75,79,2,29.71
10/2/2019 18:30,94.9,30.3,537.5,107,82,75,79,2,29.71
10/2/2019 19:00,93.2,30,516.7,102.1,82,77,84,1,29.74
10/2/2019 19:30,81.2,29.1,447.7,89.9,82,75,79,2,29.74
10/2/2019 20:00,78.2,28.5,427.5,85.5,82,77,84,1,29.74
10/2/2019 20:30,77.1,28.3,412.6,85.3,82,77,84,1,29.74
10/2/2019 21:00,75,28.2,381.4,85.4,82,77,84,5,29.74
10/2/2019 21:30,75,28.3,375.6,83.2,82,77,84,2,29.77
10/2/2019 22:00,76.5,28.1,386.1,83.6,82,77,84,1,29.77
10/2/2019 22:30,79.7,28.3,397,86,81,77,89,2,29.77
10/2/2019 23:00,80.3,28.4,395.5,86,81,77,89,3,29.77
10/2/2019 23:30,80.4,28.5,397.5,86.7,82,77,84,3,29.83
10/3/2019 0:00,77.5,28.4,386.8,86.3,82,77,84,3,29.8
10/3/2019 0:30,72.9,28,357.6,79.6,81,77,89,2,29.8
10/3/2019 1:00,72.7,28,355.3,79.7,81,77,89,2,29.8
10/3/2019 1:30,72.5,28,354.4,79.5,81,77,89,2,29.77
10/3/2019 2:00,72.4,28,354.8,79.4,81,77,89,2,29.77
10/3/2019 2:30,72.7,28.1,355.9,79.6,81,77,89,2,29.77
10/3/2019 3:00,74.5,28.2,361.6,81.2,81,77,89,2,29.77
10/3/2019 3:30,77.5,28.6,378.7,85.9,81,75,84,2,29.77
10/3/2019 4:00,77,28.4,371.2,84.3,81,75,84,2,29.77
10/3/2019 4:30,77.3,28.5,371,84.3,81,75,84,3,29.77
10/3/2019 5:00,77.7,28.5,370.6,84.1,81,75,84,2,29.77
10/3/2019 5:30,77.8,28.6,382.9,85.9,81,75,84,3,29.77
10/3/2019 6:00,76.7,28.8,390.3,88.3,81,75,84,3,29.77
10/3/2019 6:30,75.6,28.6,383,86.4,79,75,89,2,29.8
10/3/2019 7:00,79.6,28.6,409.4,87,81,75,84,2,29.8
10/3/2019 7:30,99,29.8,563.6,113.3,82,75,79,1,29.8
10/3/2019 8:00,94.7,28.8,503.3,95.6,84,75,74,2,29.8
10/3/2019 8:30,92.7,29.2,517.3,99.5,86,73,66,2,29.8
10/3/2019 9:00,93.2,29.7,512.4,99.4,88,75,66,5,29.83
10/3/2019 9:30,99.2,30.3,555,110.6,86,75,70,3,29.8
10/3/2019 10:00,104.4,31.3,570.9,117.4,88,75,66,3,29.83
10/3/2019 10:30,106,31.8,587.8,122.6,88,75,66,5,29.8
10/3/2019 11:00,107,32.1,594.2,126.7,90,73,59,5,29.8
10/3/2019 11:30,108.4,32.7,615.3,135.2,90,73,59,6,29.8
10/3/2019 12:00,108,32.9,625.2,139,90,72,55,6,29.77
10/3/2019 12:30,108,32.8,616.2,136.6,90,73,59,8,29.77
10/3/2019 13:00,108,32.7,612.8,135.3,90,73,59,7,29.74
10/3/2019 13:30,108.4,32.5,612.1,133.8,88,75,66,9,29.74
10/3/2019 14:00,108.3,32.3,609.2,132.4,86,72,62,12,29.74
10/3/2019 14:30,109.1,32.9,632.4,141.5,82,72,70,8,29.71
10/3/2019 15:00,107.4,32.5,625.1,139.1,82,72,70,6,29.71
10/3/2019 15:30,105.6,31.8,593.4,128.3,84,72,66,5,29.68
10/3/2019 16:00,106,32.1,596.3,128.8,84,75,74,8,29.71
10/3/2019 16:30,107.6,32.2,602.9,130.4,82,73,74,14,29.71
10/3/2019 17:00,109.6,30.1,623.4,161.1,82,72,70,10,29.68
10/3/2019 17:30,87,30.5,549.2,128.6,82,73,74,3,29.71
10/3/2019 18:00,100.5,29.5,656.2,166,82,75,79,2,29.71
10/3/2019 18:30,85.1,30.2,523.9,104.2,82,75,79,2,29.71
10/3/2019 19:00,99.2,30.6,528.5,106.4,82,77,84,1,29.74
10/3/2019 19:30,87.1,29.6,431.7,97.2,82,75,79,2,29.74
10/3/2019 20:00,89.6,30.1,455.7,102.5,82,77,84,1,29.74
10/3/2019 20:30,89.2,30.6,461.7,105.9,82,77,84,1,29.74
10/3/2019 21:00,89.7,30.7,464.2,107.4,82,77,84,5,29.74
10/3/2019 21:30,88.2,30.6,464.8,107.8,82,77,84,2,29.77
10/3/2019 22:00,88.8,30.4,464.1,106.8,82,77,84,1,29.77
10/3/2019 22:30,91.1,30.5,467.3,108,81,77,89,2,29.77
10/3/2019 23:00,89.4,30.3,457.1,105.2,81,77,89,3,29.77
10/3/2019 23:30,90.6,30.4,462.4,107,82,77,84,3,29.83
10/4/2019 0:00,87.5,30.4,446.7,104.3,82,77,84,3,29.8
10/4/2019 0:30,81.8,30,414,97.7,81,77,89,2,29.8
10/4/2019 1:00,82.4,30,412.4,98.9,81,77,89,2,29.8
10/4/2019 1:30,82,29.9,412.6,96.2,81,77,89,2,29.77
10/4/2019 2:00,81.8,30,410.1,96.7,81,77,89,2,29.77
10/4/2019 2:30,82,30.2,410.9,99,81,77,89,2,29.77
10/4/2019 3:00,84.9,30.3,429.2,100.9,81,77,89,2,29.77
10/4/2019 3:30,85.6,30.5,432.1,104,81,75,84,2,29.77
10/4/2019 4:00,84,30.3,426.8,101.9,81,75,84,2,29.77
10/4/2019 4:30,83.7,30.2,423.5,100.4,81,75,84,3,29.77
10/4/2019 5:00,83.6,30.2,425.2,100.1,81,75,84,2,29.77
10/4/2019 5:30,84.7,30.4,444,104,81,75,84,3,29.77
10/4/2019 6:00,82.6,29.9,423.2,98.5,81,75,84,3,29.77
10/4/2019 6:30,80.8,29.5,413,94.9,79,75,89,2,29.8
10/4/2019 7:00,85.6,30,461.9,100.6,81,75,84,2,29.8
10/4/2019 7:30,105.9,31.9,613.7,130.4,82,75,79,1,29.8
10/4/2019 8:00,105.7,31.6,583.3,121.8,84,75,74,2,29.8
10/4/2019 8:30,103.2,31.9,597.6,125.8,86,73,66,2,29.8
10/4/2019 9:00,102.8,32.2,595.8,127.4,88,75,66,5,29.83
10/4/2019 9:30,103.3,32.4,604.4,130.4,86,75,70,3,29.8
10/4/2019 10:00,103.7,32.8,618.5,136.6,88,75,66,3,29.83
10/4/2019 10:30,108,30.5,648.7,172,88,75,66,5,29.8
10/4/2019 11:00,107.4,30.1,628.9,165.4,90,73,59,5,29.8
10/4/2019 11:30,108.8,30.3,643,168.4,90,73,59,6,29.8
10/4/2019 12:00,109.3,30.1,627.1,167.1,90,72,55,6,29.77
10/4/2019 12:30,102.6,30.1,591.9,149.7,90,73,59,8,29.77
10/4/2019 13:00,93.8,31.8,644.7,163.6,90,73,59,7,29.74
10/4/2019 13:30,107.4,30,642.1,163.4,88,75,66,9,29.74
10/4/2019 14:00,89.2,31.5,621.7,144.8,86,72,62,12,29.74
10/4/2019 14:30,109.7,30.5,671.5,177.7,82,72,70,8,29.71
10/4/2019 15:00,92.1,30.8,580.8,133,82,72,70,6,29.71
10/4/2019 15:30,102.7,30.4,650.5,172.6,84,72,66,5,29.68
10/4/2019 16:00,86.6,30.8,579.1,120.4,84,75,74,8,29.71
10/4/2019 16:30,98.5,32,620,135,82,73,74,14,29.71
10/4/2019 17:00,105.9,32.3,602.2,135.5,82,72,70,10,29.68
10/4/2019 17:30,105,32,581.2,125.9,82,73,74,3,29.71
10/4/2019 18:00,105.1,31.8,579.1,123.8,82,75,79,2,29.71
10/4/2019 18:30,105,31.6,559.7,117.6,82,75,79,2,29.71
10/4/2019 19:00,100.6,31.2,529.9,110.8,82,77,84,1,29.74
10/4/2019 19:30,87.9,30.4,460.7,94.9,82,75,79,2,29.74
10/4/2019 20:00,88.1,30.6,462.9,95.5,82,77,84,1,29.74
10/4/2019 20:30,88.1,30.8,472.8,98.1,82,77,84,1,29.74
10/4/2019 21:00,88,31,470.6,98.2,82,77,84,5,29.74
10/4/2019 21:30,87.8,30.9,459.9,95.5,82,77,84,2,29.77
10/4/2019 22:00,90.5,31,476.2,98.6,82,77,84,1,29.77
10/4/2019 22:30,93.1,31.1,483.6,100.7,81,77,89,2,29.77
10/4/2019 23:00,92.1,30.9,474.1,98.3,81,77,89,3,29.77
10/4/2019 23:30,91.6,30.7,465.6,96.1,82,77,84,3,29.83
10/5/2019 0:00,88.8,30.7,451.2,94.5,82,77,84,3,29.8
10/5/2019 0:30,83.4,30.2,418.1,88.5,81,77,89,2,29.8
10/5/2019 1:00,83,29.9,411.2,86.7,81,77,89,2,29.8
10/5/2019 1:30,82.5,29.7,407.1,87,81,77,89,2,29.77
10/5/2019 2:00,82.6,29.8,403.5,91.7,81,77,89,2,29.77
10/5/2019 2:30,82.5,29.8,403.8,92.8,81,77,89,2,29.77
10/5/2019 3:00,84.8,30,413.2,94,81,77,89,2,29.77
10/5/2019 3:30,87.5,30.2,430.5,97.6,81,75,84,2,29.77
10/5/2019 4:00,87.4,30.1,415.7,95.7,81,75,84,2,29.77
10/5/2019 4:30,86.9,30,415.9,94.6,81,75,84,3,29.77
10/5/2019 5:00,85.2,30.1,416.1,95.6,81,75,84,2,29.77
10/5/2019 5:30,81.1,29.9,408,94.2,81,75,84,3,29.77
10/5/2019 6:00,78.1,29.8,404.9,94,81,75,84,3,29.77
10/5/2019 6:30,80.4,30,422.4,93.9,79,75,89,2,29.8
10/5/2019 7:00,84.7,30.3,453.1,93.6,81,75,84,2,29.8
10/5/2019 7:30,97.3,31.1,517.7,107.9,82,75,79,1,29.8
10/5/2019 8:00,96.3,31.7,531.1,112.8,84,75,74,2,29.8
10/5/2019 8:30,101.8,32.6,575.8,126.3,86,73,66,2,29.8
10/5/2019 9:00,101.9,32.5,560.1,122.3,88,75,66,5,29.83
10/5/2019 9:30,100.4,32.1,541.7,115.9,86,75,70,3,29.8
10/5/2019 10:00,100.8,32.2,544.6,117.6,88,75,66,3,29.83
10/5/2019 10:30,100.7,32.1,550.3,119.1,88,75,66,5,29.8
10/5/2019 11:00,100.6,32.1,548.2,119,90,73,59,5,29.8
10/5/2019 11:30,100.4,32.1,542.5,118.1,90,73,59,6,29.8
10/5/2019 12:00,100.8,32.3,558.8,122.8,90,72,55,6,29.77
10/5/2019 12:30,99.3,32.5,563.1,126.4,90,73,59,8,29.77
10/5/2019 13:00,97.2,32.2,543.8,121.1,90,73,59,7,29.74
10/5/2019 13:30,95.5,31.7,521.3,112.5,88,75,66,9,29.74
10/5/2019 14:00,97.5,32.4,552.1,123.6,86,72,62,12,29.74
10/5/2019 14:30,99.5,32.7,567.7,128.2,82,72,70,8,29.71
10/5/2019 15:00,99.8,32.7,568.6,128.2,82,72,70,6,29.71
10/5/2019 15:30,97.1,31.1,511,106.8,84,72,66,5,29.68
10/5/2019 16:00,96.5,30.1,482.6,96.6,84,75,74,8,29.71
10/5/2019 16:30,97.7,30.7,514.3,105.1,82,73,74,14,29.71
10/5/2019 17:00,97.8,30.9,503.4,103.7,82,72,70,10,29.68
10/5/2019 17:30,97.9,31.3,517.7,108.1,82,73,74,3,29.71
10/5/2019 18:00,95.7,31,494,102.2,82,75,79,2,29.71
10/5/2019 18:30,94.6,31.2,501.9,106,82,75,79,2,29.71
10/5/2019 19:00,94.4,31.4,500.6,105.8,82,77,84,1,29.74
10/5/2019 19:30,86,30,440.7,90.1,82,75,79,2,29.74
10/5/2019 20:00,83.3,28.6,406.2,78.4,82,77,84,1,29.74
10/5/2019 20:30,85.1,29.4,419.7,83.5,82,77,84,1,29.74
10/5/2019 21:00,86.8,30.1,444.3,89.5,82,77,84,5,29.74
10/5/2019 21:30,81.2,28.6,401.2,78.2,82,77,84,2,29.77
10/5/2019 22:00,81,28.2,397.2,75.6,82,77,84,1,29.77
10/5/2019 22:30,83.4,28.4,404.5,77.5,81,77,89,2,29.77
10/5/2019 23:00,83,28.8,386,84.1,81,77,89,3,29.77
10/5/2019 23:30,84.4,28.5,400.2,84.5,82,77,84,3,29.83
10/6/2019 0:00,82.1,28.8,389,85.4,82,77,84,3,29.8
10/6/2019 0:30,77.9,28.6,368.8,80.8,81,77,89,2,29.8
10/6/2019 1:00,78.5,28.3,374.3,80.8,81,77,89,2,29.8
10/6/2019 8:30,83.1,30.4,458.4,93,86,73,66,2,29.8
10/6/2019 9:00,86.1,30.8,466.9,96.9,88,75,66,5,29.83
10/6/2019 9:30,86.8,30.6,454.2,94.2,86,75,70,3,29.8
10/6/2019 10:00,86.3,29.7,439.4,87.7,88,75,66,3,29.83
10/6/2019 10:30,85.4,28.6,411.4,79.1,88,75,66,5,29.8
10/6/2019 11:00,85.1,28.5,407.4,76.9,90,73,59,5,29.8
10/6/2019 11:30,85.3,29,412,80.1,90,73,59,6,29.8
10/6/2019 12:00,85.9,29.3,423.8,83.4,90,72,55,6,29.77
10/6/2019 12:30,85.5,29.4,422.8,84.3,90,73,59,8,29.77
10/6/2019 13:00,86.8,29.6,437.1,86.3,90,73,59,7,29.74
10/6/2019 13:30,88.7,30.4,453.4,92.7,88,75,66,9,29.74
10/6/2019 14:00,89.3,30.5,455.4,93.6,86,72,62,12,29.74
10/6/2019 14:30,90.5,31,470.2,98.6,82,72,70,8,29.71
10/6/2019 15:00,91.7,31.6,488.2,104.2,82,72,70,6,29.71
10/6/2019 15:30,91.2,31.4,479,101.9,84,72,66,5,29.68
10/6/2019 16:00,90.4,31,471.1,99,84,75,74,8,29.71
10/6/2019 16:30,90.8,31.1,473.4,99.5,82,73,74,14,29.71
10/6/2019 17:00,89.9,30.9,468.2,97.5,82,72,70,10,29.68
10/6/2019 17:30,89.7,31.2,477.7,100.5,82,73,74,3,29.71
10/6/2019 18:00,91.3,31.8,496.5,107.4,82,75,79,2,29.71
10/6/2019 18:30,90.3,31.2,483,102.1,82,75,79,2,29.71
10/6/2019 19:00,88.1,30.6,459.1,95.3,82,77,84,1,29.74
10/6/2019 19:30,85.6,29.9,433.5,87.3,82,75,79,2,29.74
10/6/2019 20:00,88.6,30.8,470.9,97.5,82,77,84,1,29.74
10/6/2019 20:30,88.8,31,475.9,99,82,77,84,1,29.74
10/6/2019 21:00,88.6,30.9,472.1,98.2,82,77,84,5,29.74
10/6/2019 21:30,87.6,30.6,460.6,94.5,82,77,84,2,29.77
10/6/2019 22:00,89.3,30.8,474.8,98.2,82,77,84,1,29.77
10/6/2019 22:30,92.2,31.1,488.4,102.3,81,77,89,2,29.77
10/6/2019 23:00,91.7,30.9,481.8,99.4,81,77,89,3,29.77
10/6/2019 23:30,92.1,30.9,481.1,99.8,82,77,84,3,29.83
10/7/2019 0:00,89.1,30.7,464.3,97,82,77,84,3,29.8
10/7/2019 0:30,82.6,30.1,417.9,88.7,81,77,89,2,29.8
10/7/2019 1:00,82.4,30.1,415.9,89.3,81,77,89,2,29.8
10/7/2019 1:30,82.9,30.2,418.9,89.4,81,77,89,2,29.77
10/7/2019 2:00,82.5,30,414.3,87.4,81,77,89,2,29.77
10/7/2019 2:30,81.7,30.1,412.6,90.6,81,77,89,2,29.77
10/7/2019 3:00,80.6,29.9,412.6,93.9,81,77,89,2,29.77
10/7/2019 3:30,83.4,30,429.5,95.9,81,75,84,2,29.77
10/7/2019 4:00,82.4,29.8,412.3,93.1,81,75,84,2,29.77
10/7/2019 4:30,82.4,29.7,415.2,93,81,75,84,3,29.77
10/7/2019 5:00,82.3,29.7,414.6,93.3,81,75,84,2,29.77
10/7/2019 5:30,82.6,29.8,427.8,91.1,81,75,84,3,29.77
10/7/2019 6:00,82,29.8,428.8,86.6,81,75,84,3,29.77
10/7/2019 6:30,86,30.2,471,94,79,75,89,2,29.8
10/7/2019 7:00,98.2,30.9,525.1,107.8,81,75,84,2,29.8
10/7/2019 7:30,109.7,31,623.7,150.7,82,75,79,1,29.8
10/7/2019 8:00,110,29.5,642.6,155.3,84,75,74,2,29.8
10/7/2019 8:30,96.7,30.8,626.3,143.2,86,73,66,2,29.8
10/7/2019 9:00,113,30.3,692.5,177.8,88,75,66,5,29.83
10/7/2019 9:30,99.1,30.2,587.7,143.9,86,75,70,3,29.8
10/7/2019 10:00,103.4,31.9,705,188.4,88,75,66,3,29.83
10/7/2019 10:30,113.5,31.2,685.2,186.5,88,75,66,5,29.8
10/7/2019 11:00,113.6,31.3,689.2,186.1,90,73,59,5,29.8
10/7/2019 11:30,113.3,31.3,687.6,186.2,90,73,59,6,29.8
10/7/2019 12:00,112.1,30.6,656.2,175,90,72,55,6,29.77
10/7/2019 12:30,111.6,30.3,646.1,170.4,90,73,59,8,29.77
10/7/2019 13:00,112,30,639.1,167.5,90,73,59,7,29.74
10/7/2019 13:30,97.1,30.2,584,138.8,88,75,66,9,29.74
10/7/2019 14:00,102.3,31.2,681,179.2,86,72,62,12,29.74
10/7/2019 14:30,113.2,29.5,648.1,165.3,82,72,70,8,29.71
10/7/2019 15:00,105.6,29.2,608.5,148.9,82,72,70,6,29.71
10/7/2019 15:30,91,30.4,595.4,139.9,84,72,66,5,29.68
10/7/2019 16:00,109.9,29.5,674,169,84,75,74,8,29.71
10/7/2019 16:30,104.2,29.4,608.6,151.4,82,73,74,14,29.71
10/7/2019 17:00,88.8,31.9,609.2,128.2,82,72,70,10,29.68
10/7/2019 17:30,105.4,32.4,622.1,133.6,82,73,74,3,29.71
10/7/2019 18:00,107.7,32.4,596.2,128.2,82,75,79,2,29.71
10/7/2019 18:30,106.3,32.4,593.8,126.6,82,75,79,2,29.71
10/7/2019 19:00,103.4,32.3,576.1,122.8,82,77,84,1,29.74
10/7/2019 19:30,91.4,31.4,495.3,115.5,82,75,79,2,29.74
10/7/2019 20:00,91.2,31.4,497.6,115.1,82,77,84,1,29.74
10/7/2019 20:30,91.2,31.3,495.5,114,82,77,84,1,29.74
10/7/2019 21:00,90.4,31.2,487.4,113.8,82,77,84,5,29.74
10/7/2019 21:30,89.3,31.2,479.3,112.4,82,77,84,2,29.77
10/7/2019 22:00,90.7,31.1,483.4,111.4,82,77,84,1,29.77
10/7/2019 22:30,93.1,31.4,505.8,109.4,81,77,89,2,29.77
10/7/2019 23:00,92.5,31.3,489.1,114,81,77,89,3,29.77
10/7/2019 23:30,91.3,31.1,481.3,113.6,82,77,84,3,29.83
10/8/2019 0:00,88.5,30.9,454.9,109.9,82,77,84,3,29.8
10/8/2019 0:30,82.3,30.5,423,102.2,81,77,89,2,29.8
10/8/2019 1:00,82.8,30.5,422.9,102.2,81,77,89,2,29.8
10/8/2019 1:30,81.9,30.5,420.1,102.4,81,77,89,2,29.77
10/8/2019 2:00,79.3,30.3,410,98.9,81,77,89,2,29.77
10/8/2019 2:30,78.5,30.1,408,97.7,81,77,89,2,29.77
10/8/2019 3:00,80.3,30.1,415.8,98.9,81,77,89,2,29.77
10/8/2019 3:30,82.3,30.2,428.6,101.7,81,75,84,2,29.77
10/8/2019 4:00,81.9,30,418,98.6,81,75,84,2,29.77
10/8/2019 4:30,80.9,29.7,407.8,95.8,81,75,84,3,29.77
10/8/2019 5:00,80.5,29.5,403.9,93.6,81,75,84,2,29.77
10/8/2019 5:30,80.8,29.8,425,97.9,81,75,84,3,29.77
10/8/2019 6:00,80,29.8,418.9,97.3,81,75,84,3,29.77
10/8/2019 6:30,80.6,29.8,427.8,98.7,79,75,89,2,29.8
10/8/2019 7:00,85.6,30.3,481.9,105.8,81,75,84,2,29.8
10/8/2019 7:30,104.4,31.7,590.3,135.5,82,75,79,1,29.8
10/8/2019 8:00,101.9,29.5,623.7,158,84,75,74,2,29.8
10/8/2019 8:30,88.3,31.5,589.4,128.1,86,73,66,2,29.8
10/8/2019 9:00,109.4,30.6,716.6,189.1,88,75,66,5,29.83
10/8/2019 9:30,108.6,30.2,636.5,169.9,86,75,70,3,29.8
10/8/2019 10:00,90.8,31.1,584.4,129.3,88,75,66,3,29.83
10/8/2019 10:30,115.1,31,750.6,195.4,88,75,66,5,29.8
10/8/2019 11:00,112,30.4,647.2,171.4,90,73,59,5,29.8
10/8/2019 11:30,91.8,30.3,585.4,129.7,90,73,59,6,29.8
10/8/2019 12:00,105.2,30.2,663.2,168.5,90,72,55,6,29.77
10/8/2019 12:30,110.4,30.1,646.1,170,90,73,59,8,29.77
10/8/2019 13:00,111.1,30.2,648.9,170.4,90,73,59,7,29.74
10/8/2019 13:30,111.6,30.4,653,172.8,88,75,66,9,29.74
10/8/2019 14:00,112.7,31,664.6,180,86,72,62,12,29.74
10/8/2019 14:30,112.3,31.1,659.9,180.6,82,72,70,8,29.71
10/8/2019 15:00,112.6,31.2,661.2,182.9,82,72,70,6,29.71
10/8/2019 15:30,112.3,30.7,654.9,176.3,84,72,66,5,29.68
10/8/2019 16:00,112.4,30.3,649.1,171.2,84,75,74,8,29.71
10/8/2019 16:30,112.9,30.5,646.2,172.2,82,73,74,14,29.71
10/8/2019 17:00,111.9,30.6,649.1,172.7,82,72,70,10,29.68
10/8/2019 17:30,111.2,30.7,646.8,174,82,73,74,3,29.71
10/8/2019 18:00,109.7,30.5,640.6,171.7,82,75,79,2,29.71
10/8/2019 18:30,86,32.1,586.1,126,82,75,79,2,29.71
10/8/2019 19:00,98.5,33,607.7,135.3,82,77,84,1,29.74
10/8/2019 19:30,91.7,31.5,500.8,108.1,82,75,79,2,29.74
10/8/2019 20:00,91.7,31,494.6,103.6,82,77,84,1,29.74
10/8/2019 20:30,90.4,30.8,482.2,100.5,82,77,84,1,29.74
10/8/2019 21:00,91,30.8,480.9,101,82,77,84,5,29.74
10/8/2019 21:30,89.5,30.6,460.1,99.9,82,77,84,2,29.77
10/8/2019 22:00,91.1,30.9,469.5,102,82,77,84,1,29.77
10/8/2019 22:30,93,31.3,475,105.1,81,77,89,2,29.77
10/8/2019 23:00,90.5,31.4,476.2,105.8,81,77,89,3,29.77
10/8/2019 23:30,88.4,31.2,472.3,104.9,82,77,84,3,29.83
10/9/2019 0:00,86,31,461.2,104.5,82,77,84,3,29.8
10/9/2019 0:30,79.8,30.5,419.2,100.7,81,77,89,2,29.8
10/9/2019 1:00,79.7,30.4,419,100.2,81,77,89,2,29.8
10/9/2019 1:30,79,30.3,409.7,98.6,81,77,89,2,29.77
10/9/2019 2:00,78.2,30.1,402.3,96.5,81,77,89,2,29.77
10/9/2019 2:30,77.6,30,401.5,95.8,81,77,89,2,29.77
10/9/2019 3:00,79.2,30.1,410.2,96.9,81,77,89,2,29.77
10/9/2019 3:30,82,30.2,422.2,99.7,81,75,84,2,29.77
10/9/2019 4:00,81.5,30.1,414,97.5,81,75,84,2,29.77
10/9/2019 4:30,81.4,30,412.4,96.9,81,75,84,3,29.77
10/9/2019 5:00,81.3,29.9,409.7,96.2,81,75,84,2,29.77
10/9/2019 5:30,81,30.1,422.6,98.7,81,75,84,3,29.77
10/9/2019 6:00,80.4,30.1,424,98.6,81,75,84,3,29.77
10/9/2019 6:30,79.9,30.1,422.6,98,79,75,89,2,29.8
10/9/2019 7:00,85.5,30.5,470.9,103.8,81,75,84,2,29.8
10/9/2019 7:30,103.7,32.6,621.1,138.2,82,75,79,1,29.8
10/9/2019 8:00,106.6,30.2,657.1,177.2,84,75,74,2,29.8
10/9/2019 8:30,93.4,30.6,582.4,144,86,73,66,2,29.8
10/9/2019 9:00,101.8,31.5,652.6,173.4,88,75,66,5,29.83
10/9/2019 9:30,108.7,31.1,655.1,183.9,86,75,70,3,29.8
10/9/2019 10:00,85.3,33,598.8,133.9,88,75,66,3,29.83
