Origin Time,Latitude,Longitude,Magnitude,Depth,Region
05-06-2018 01:24:37 WIB,-7.09,123.24,5.4,636 Km,Banda Sea
04-06-2018 13:31:33 WIB,-4.69,102.78,4.8,92 Km,"49 Km BaratDaya, BENGKULUSELATAN"
04-06-2018 04:16:49 WIB,-8.74,118.37,4.9,119 Km,"Sumbawa Region, Indonesia"
04-06-2018 04:16:48 WIB,-8.74,118.35,4.8,128 Km,"Sumbawa Region, Indonesia"
03-06-2018 20:41:46 WIB,-3.42,135.49,3.9,27 Km,6 km BaratDaya Nabire - PAPUA -Indonesia
03-06-2018 13:26:33 WIB,4.41,126.81,5.0,11 Km,"Talaud Islands, Indonesia"
03-06-2018 13:26:32 WIB,4.46,126.67,5.0,22 Km,"Talaud Islands, Indonesia"
03-06-2018 07:11:42 WIB,-2.48,140.46,3.8,10 Km,Near North Coast of Irian Jaya
02-06-2018 23:29:02 WIB,4.44,126.71,5.8,34 Km,"Talaud Islands, Indonesia"
02-06-2018 23:28:59 WIB,4.56,126.83,5.8,17 Km,"Talaud Islands, Indonesia"
02-06-2018 18:01:02 WIB,2.91,127.32,4.0,9 Km,Morotai
01-06-2018 09:23:01 WIB,-5.95,130.54,5.1,118 Km,Banda Sea
01-06-2018 01:26:34 WIB,1.67,127.13,4.9,114 Km,"Halmahera, Indonesia"
31-07-2018 04:44:25 WIB,0.16,96.64,5.0,41 Km,Off West Coast of Northern Sumatra
30-07-2018 20:34:25 WIB,0.53,98.30,5.3,14 Km,"Northern Sumatra, Indonesia"
30-07-2018 08:57:44 WIB,-8.43,116.55,3.7,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 18:32:39 WIB,-8.2,116.5,3.7,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 10:03:24 WIB,-8.31,116.5,4.5,13 Km,"Sumbawa Region, Indonesia"
29-07-2018 09:56:08 WIB,-8.56,116.43,3.9,12 Km,"Sumbawa Region, Indonesia"
29-07-2018 09:29:54 WIB,-8.1,116.64,3.8,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 09:21:50 WIB,-8.4,116.49,3.8,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 09:20:09 WIB,-8.28,116.62,4.7,12 Km,"Sumbawa Region, Indonesia"
29-07-2018 08:54:29 WIB,-8.63,116.34,3.8,17 Km,"Sumbawa Region, Indonesia"
29-07-2018 08:50:32 WIB,-8.22,116.46,5.7,10 Km,"Sumbawa Region,Indonesia"
29-07-2018 07:49:12 WIB,-8.27,116.5,3.9,14 Km,"Sumbawa Region, Indonesia"
29-07-2018 07:37:35 WIB,-8.31,116.49,4.6,11 Km,"Sumbawa Region, Indonesia"
29-07-2018 07:32:02 WIB,-8.2,116.6,4.1,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 07:26:10 WIB,-8.28,116.61,3.8,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 07:18:34 WIB,-8.35,116.57,4.7,16 Km,"Sumbawa Region, Indonesia"
29-07-2018 07:05:30 WIB,-8.32,116.48,4.4,12 Km,"Sumbawa Region, Indonesia"
29-07-2018 06:39:21 WIB,-8.26,116.48,4.8,11 Km,"Sumbawa Region, Indonesia"
29-07-2018 06:38:04 WIB,-8.30,116.57,4.1,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 06:19:37 WIB,-8.34,116.58,4.9,16 Km,"Sumbawa Region, Indonesia"
29-07-2018 06:15:58 WIB,-8.16,116.54,5.0,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 06:03:41 WIB,-8.34,116.55,4.0,12 Km,"Sumbawa Region, Indonesia"
29-07-2018 05:58:47 WIB,-8.36,116.56,4.7,10 Km,"Sumbawa Region, Indonesia"
29-07-2018 05:55:39 WIB,-8.3,116.58,4.7,13 Km,"Sumbawa Region, Indonesia"
29-07-2018 05:47:39 WIB,-8.4,116.50,6.4,24 Km,"Sumbawa Region, Indonesia"
29-07-2018 00:38:46 WIB,-6.36,131.45,5.0,92 Km,"Tanimbar Islands Reg., Indonesia"
29-07-2018 00:07:22 WIB,-7.23,122.69,5.9,583 Km,Flores Sea
28-07-2018 22:26:49 WIB,-7.61,128.41,4.7,186 Km,Banda Sea
27-07-2018 04:36:49 WIB,-9.14,121.26,5.2,88 Km,Savu Sea
26-07-2018 22:12:48 WIB,-1.68,99.78,4.9,10 Km,"99Km Tenggara Kep.Mentawai-Sumbar, Indonesia"
26-07-2018 03:40:00 WIB,-7.23,129.61,5.1,138 Km,Banda Sea
26-07-2018 03:13:17 WIB,-7.2,129.58,5.3,121 Km,Banda Sea
25-07-2018 15:20:04 WIB,2.62,128.28,5.0,40 Km,"Halmahera, Indonesia"
24-07-2018 13:01:16 WIB,-8.09,107.36,4.4,18 Km,79 Km Barat Daya GARUT-JABAR
23-07-2018 15:18:34 WIB,0.24,122.02,4.7,168 Km,26 km Tenggara MARISA-GORONTALO
23-07-2018 14:19:23 WIB,-3.57,102.44,4.2,4 Km,14 km TimurLaut BENGKULUTENGAH
23-07-2018 01:28:41 WIB,4.61,124.96,5.5,10 Km,"Celebes Sea, Indonesia"
22-07-2018 19:24:29 WIB,-2.37,121.34,4.2,14 Km,30 Km Timur Laut Luwu Timur -
21-07-2018 17:42:46 WIB,2.54,128.23,4.2,29 Km,27 km Barat Laut Pulau Morotai -Malut
21-07-2018 14:58:19 WIB,-0.99,100.62,5.3,21 Km,"Southern Sumatra, Indonesia"
21-07-2018 14:58:18 WIB,-1.07,100.55,5.4,14 Km,"Southern Sumatra, Indonesia"
20-07-2018 19:03:17 WIB,2.56.95,128.25,4.5,26 Km,27 km Barat Laut Pulau Morotai -Malut
19-07-2018 19:23:36 WIB,-9.8,112.72,5.5,46 Km,"South of Java, Indonesia"
18-07-2018 03:16:02 WIB,0.95,125.96,4.7,21 Km,107 km Tenggara Bitung
17-07-2018 07:02:34 WIB,-0.23,100.37,4.0,7 Km,08 km Utara Bukittinggi-Sumbar
16-07-2018 20:39:23 WIB,-8.24,107.60,4.7,19 Km,84 km BaratDaya Garut-Jabar
16-07-2018 12:50:28 WIB,4.77,96.49,4.1,17 Km,di darat 42 km BaratDaya KAB-BIREUN-ACEH
16-07-2018 06:48:51 WIB,-8.89,115.38,4.8,111 Km,25 km Baratdaya Klungkung-Bali
15-07-2018 21:03:57 WIB,-8.71,119.48,4.5,134 Km,65 km Baratdaya ManggaraiBarat-NTT
15-07-2018 14:26:14 WIB,-6.93,106.37,4.8,2 Km,42 KM Tenggara LEBAK-BANTEN
15-07-2018 11:09:28 WIB,-2.82,139.89,4.8,100 Km,Near North Coast of Irian Jaya
15-07-2018 11:09:25 WIB,-3.35,140.04,5.2,106 Km,"Papua, Indonesia"
14-07-2018 21:40:13 WIB,-5.19,103.04,4.8,27 Km,78 km BaratDaya KAUR-BENGKULU
13-07-2018 12:36:49 WIB,-8.98,116.22,4.1,79 Km,32 km BaratDaya LOMBOKTENGAH - NTB
13-07-2018 10:34:11 WIB,-4.81,138.61,5.2,10 Km,"Papua, Indonesia"
13-07-2018 03:57:11 WIB,-7.00,106.32,3.8,10 Km,49 Km Tenggara LEBAK-BANTEN
12-07-2018 23:53:44 WIB,-2.22,101.35,4.2,10 Km,"17 Km BaratDaya SungaiPenuh,Kerinci-Jambi"
10-07-2018 22:33:21 WIB,0.24,122.09,5.1,186 Km,"Minahassa Peninsula, Sulawesi"
09-07-2018 12:40:25 WIB,2.29,99.01,5.0,150 Km,"Northern Sumatra, Indonesia"
09-07-2018 12:40:22 WIB,2.39,99.06,5.2,205 Km,"Northern Sumatra, Indonesia"
09-07-2018 03:02:23 WIB,-6.95,106.34,3.8,8 Km,34 km Tenggara LEBAK-BANTEN
09-07-2018 02:46:38 WIB,-5.91,103.31,5.1,53 Km,"Southern Sumatra, Indonesia"
08-07-2018 12:53:17 WIB,-8.97,110.56,4.0,10 Km,104 km Barat Daya Gunung Kidul -
07-07-2018 12:23:45 WIB,-6.98,106.34,4.6,6 Km,47 km Tenggara LEBAK-BANTEN
07-07-2018 12:18:22 WIB,-6.97,106.35,4.5,6 Km,46 km Tenggara LEBAK-BANTEN
07-07-2018 11:01:15 WIB,-6.92,106.40,4.1,5 Km,42 km Tenggara LEBAK-BANTEN
07-07-2018 10:56:06 WIB,-6.91,106.41,4.4,5 Km,42 km Tenggara LEBAK-BANTEN
06-07-2018 23:48:41 WIB,-6.17,104.37,4.0,19 Km,98 km BaratDaya Tanggamus-Lampung
05-07-2018 08:49:18 WIB,1.43,122.65,4.2,10 Km,56 km TimurLaut Sumalata-Gorontalo
05-07-2018 07:26:47 WIB,-9.07,112.51,4.2,17 Km,104 km Barat Daya Kab. Malang -
05-07-2018 01:45:24 WIB,-7.25,107.73,3.7,10 Km,17 km Tenggara Kab.Bandung-Jabar
04-07-2018 13:04:35 WIB,-9.9,119.02,5.1,38 Km,"Sumba Region, Indonesia"
04-07-2018 13:04:33 WIB,-9.88,118.97,5.0,10 Km,"Sumbawa Region, Indonesia"
04-07-2018 12:14:48 WIB,-9.99,119.01,5.3,39 Km,"Sumba Region, Indonesia"
04-07-2018 12:14:47 WIB,-9.97,119.00,5.4,10 Km,"Sumba Region, Indonesia"
03-07-2018 16:59:54 WIB,5.93,125.26,5.7,102 Km,"Mindanao, Philippines"
03-07-2018 08:19:01 WIB,-9.66,115.22,4.9,24 Km,"South of Bali, Indonesia"
03-07-2018 08:19:00 WIB,-9.68,115.20,5.0,10 Km,"South of Bali, Indonesia"
01-07-2018 13:00:16 WIB,-8.64,116.15,4.5,109 Km,4 Km TimurLaut LOMBOKBARAT-NTB
01-07-2018 06:18:35 WIB,-8.14,107.88,3.7,20 Km,61 Km Barat Daya KAB-TASIKMALAYA-JABAR
31-08-2018 09:37:15 WIB,-8.37,116.06,5.1,10 Km,"Sumbawa Region, Indonesia"
30-08-2018 06:10:33 WIB,-8.3,116.08,4.6,11 Km,23 km BaratLaut LOMBOKUTARA-NTB
29-08-2018 19:02:29 WIB,0.91,125.40,4.9,10 Km,"66 km Tenggara Bitung, Sulut"
29-08-2018 11:51:15 WIB,-7.77,118.81,5.1,10 Km,Flores Sea
29-08-2018 01:36:36 WIB,-8.93,110.22,5.2,44 Km,"Java, Indonesia"
28-08-2018 18:55:47 WIB,-10.8,124.18,5.0,10 Km,Timor Region
28-08-2018 14:13:29 WIB,-11,124.08,5.8,10 Km,"South of Timor, Indonesia"
28-08-2018 14:08:11 WIB,-10.89,124.09,6.2,10 Km,Timor Region
28-08-2018 10:13:29 WIB,-8.42,116.64,4.1,10 Km,13 Km Timur Laut LOMBOK TIMUR-NTB
27-08-2018 21:12:29 WIB,-8.29,116.59,4.1,10 Km,24 Km TimurLaut LOMBOKTIMUR-NTB
26-08-2018 22:17:19 WIB,-3.30,102.12,4.6,79 Km,16 Km Tenggara Bengkulu Utara
26-08-2018 21:33:00 WIB,-3.07,136.93,4.8,53 Km,"Irian Jaya, Indonesia"
26-08-2018 16:40:18 WIB,-2.52,140.43,3.7,9 Km,11 km Barat Laut KAB JAYAPURA -
26-08-2018 10:54:05 WIB,-8.36,116.95,5.1,10 Km,"Sumbawa Region, Indonesia"
26-08-2018 07:33:19 WIB,-3.2,140.78,4.2,10 Km,19 km tenggara KEEROM - PAPUA
26-08-2018 01:33:20 WIB,-8.53,116.93,5.5,30 Km,"Sumbawa Region, Indonesia"
26-08-2018 01:33:18 WIB,-8.47,116.93,5.6,10 Km,"Sumbawa Region, Indonesia"
26-08-2018 01:33:17 WIB,-8.55,116.93,5.5,11 Km,"Sumbawa Region, Indonesia"
25-08-2018 19:58:04 WIB,-1.22,120.53,4.7,6 Km,"Darat, 6 KM baratdaya Tambarana (Kab.Poso), Dirasakan"
25-08-2018 12:56:46 WIB,-8.73,116.17,4.0,14 Km,11 Km Tenggara LOMBOKBARAT-NTB
25-08-2018 11:15:07 WIB,-8.28,116.16,3.7,10 Km,16 Km BaratLaut LOMBOKUTARA-NTB
24-08-2018 10:41:13 WIB,-3.04,135.75,4.1,34 Km,45 km Timur Laut NABIRE - PAPUA
24-08-2018 01:08:36 WIB,-8.26,116.14,4.5,10 Km,"Sumbawa Region, Indonesia"
23-08-2018 12:29:23 WIB,-8.1,108.07,4.3,78 Km,50 Km Barat Daya KAB -TASIKMALAYA -
23-08-2018 10:44:06 WIB,-6.55,103.45,5.3,44 Km,"Southwest of Sumatra, Indonesia"
23-08-2018 10:01:27 WIB,-6.36,103.75,4.2,93 Km,131 Km Barat Daya PESISIR BARAT -
23-08-2018 05:48:40 WIB,-9.48,114.75,5.4,10 Km,"South of Bali, Indonesia"
22-08-2018 21:50:22 WIB,-8.15,116.82,5.1,10 Km,49 km TimurLaut LOMBOKTIMUR-NTB
21-08-2018 08:09:24 WIB,-8.44,116.94,5.2,10 Km,"Sumbawa Region, Indonesia"
21-08-2018 05:28:36 WIB,-8.30,116.49,4.5,10 Km,24 km BaratLaut LOMBOKTIMUR-NTB
20-08-2018 20:25:13 WIB,-8.31,116.81,4.7,10 Km,35 km TimurLaut LOMBOKTIMUR-NTB
20-08-2018 17:51:04 WIB,0.98,97.32,5.2,22 Km,"Northern Sumatra, Indonesia"
20-08-2018 17:31:34 WIB,-8.23,116.47,5.1,10 Km,"Sumbawa Region, Indonesia"
20-08-2018 15:12:06 WIB,-8.27,116.46,4.2,10 Km,25 km BaratLaut LOMBOKUTARA-NTB
20-08-2018 08:30:32 WIB,-8.35,116.73,5.3,13 Km,"Sumbawa Region, Indonesia"
20-08-2018 06:29:55 WIB,-8.17,116.51,4.8,10 Km,34 TimurLaut LOMBOKUTARA-NTB
20-08-2018 05:21:31 WIB,-8.21,116.62,4.6,10 Km,34 Km TimurLaut LOMBOKTIMUR-NTB
20-08-2018 04:50:01 WIB,-8.60,116.38,5.2,10 Km,
20-08-2018 04:44:53 WIB,-8.29,116.56,4.6,10 Km,16 Km Tenggara LOMBOKUTARA-NTB
20-08-2018 01:23:25 WIB,-8.42,116.93,5.2,13 Km,"Sumbawa Region, Indonesia"
20-08-2018 01:18:36 WIB,-8.23,116.6,4.9,10 Km,31 Km TimurLaut LOMBOKTIMUR-NTB
19-08-2018 23:37:38 WIB,-8.25,116.84,5.5,10 Km,42 TimurLaut LOMBOKTIMUR-NTB
19-08-2018 23:21:08 WIB,-8.33,116.92,5.1,10 Km,44 TimurLaut LOMBOKTIMUR-NTB
19-08-2018 22:16:37 WIB,-8.35,116.53,5.6,10 Km,Lombok Utara
19-08-2018 21:56:27 WIB,-8.44,116.68,6.9,18 Km,Lombok Timur - NTB
19-08-2018 16:50:10 WIB,-8.31,116.69,4.5,10 Km,26 Km TimurLaut LOMBOKTIMUR-NTB
19-08-2018 16:30:31 WIB,-8.29,116.71,4.2,10 Km,29 Km TimurLaut LOMBOKTIMUR - NTB
19-08-2018 11:22:31 WIB,-0.64,99.74,4.9,24 Km,"42km Pariaman-Sumbar, Indonesia"
19-08-2018 11:10:23 WIB,-8.45,116.57,6.3,14 Km,"Sumbawa Region, Indonesia"
19-08-2018 11:10:22 WIB,-8.24,116.66,6.5,10 Km,"Sumbawa Region, Indonesia"
19-08-2018 11:06:13 WIB,-8.29,116.62,5.4,10 Km,"Sumbawa Region, Indonesia"
18-08-2018 00:22:05 WIB,-7.48,106.66,4.7,35 Km,68 Km Barat Daya KOTA-SUKABUMI-JABAR
17-08-2018 22:35:02 WIB,-7.4,119.81,6.5,541 Km,Flores Sea
17-08-2018 22:35:00 WIB,-7.55,119.89,6.7,559 Km,Flores Sea
17-08-2018 22:21:10 WIB,-8.38,116.53,4.4,11 Km,15 Km BaratLaut LOMBOKTIMUR-NTB
17-08-2018 14:13:54 WIB,-6.16,104.61,4.5,18 Km,90 Km Barat Daya PESAWARAN-LAMPUNG
16-08-2018 10:10:20 WIB,0.52,98.33,5.3,16 Km,"Northern Sumatra, Indonesia"
15-08-2018 22:01:39 WIB,-0.7,131.6,4.7,10 Km,43 km Timurlaut Sorong
15-08-2018 16:04:10 WIB,-8.23,116.6,4.7,10 Km,31 Km TimurLaut LOMBOKTIMUR-NTB
14-08-2018 15:35:03 WIB,-1.39,120.52,4.3,10 Km,(26 Km Barat POSO-SULTENG
13-08-2018 08:42:23 WIB,-8.27,116.14,4.3,12 Km,19 km Barat Laut Lombok Utara -
13-08-2018 00:23:15 WIB,2.79,128.04,5.3,50 Km,"Halmahera, Indonesia"
11-08-2018 22:42:08 WIB,-8.19,116.32,4.0,10 Km,13 Km Barat Laut Lombok Utara-NTB
11-08-2018 15:39:17 WIB,0.78,97.52,4.2,28 Km,"22 KM Tenggara Sirombu, Nias Barat -SUMUT"
10-08-2018 22:57:38 WIB,-8.05,116.49,5.0,10 Km,"Sumbawa Region, Indonesia"
10-08-2018 20:36:44 WIB,-3.3,102.23,5.1,111 Km,"Southern Sumatra, Indonesia"
10-08-2018 15:02:39 WIB,-8.82,112.49,4.4,46 Km,68 km Barat Daya Kab Malang -
10-08-2018 03:33:06 WIB,-8.44,116.50,4.8,10 Km,10 Km Barat Laut Lombok Timur -
09-08-2018 14:53:02 WIB,-0.63,121.52,4.4,10 Km,DIRASAKAN II SIG DI AMPANA
09-08-2018 12:25:33 WIB,-8.49,116.19,5.9,16 Km,"Sumbawa Region, Indonesia"
09-08-2018 12:25:32 WIB,-8.36,116.22,6.2,12 Km,6 Km Barat Laut Lombok Utara -
08-08-2018 18:30:03 WIB,-7.83,116.79,3.9,10 Km,80 Km Timur Laut Lombok Timur -
08-08-2018 13:09:25 WIB,-8.92,112.41,5.1,42 Km,"Java, Indonesia"
08-08-2018 09:10:54 WIB,-8.31,116.17,4.9,12 Km,14 Km Barat Laut Lombok Utara -
08-08-2018 07:47:50 WIB,3.65,135.55,4.0,120 Km,"Irian Jaya Region, Indonesia"
07-08-2018 21:04:38 WIB,-8.23,116.23,4.0,14 Km,16 Km Barat Laut Lombok Utara -
07-08-2018 13:01:11 WIB,-8.34,116.03,4.5,11 Km,27 Km Barat Laut Lombok Utara -
07-08-2018 07:13:25 WIB,-8.17,116.23,4.1,10 Km,23 Km Barat Laut Lombok Utara -
07-08-2018 01:21:19 WIB,-8.18,116.29,5.5,10 Km,21 Km Timur Laut Lombok Utara -
06-08-2018 22:50:55 WIB,-8.42,116.03,5.0,23 Km,"Sumbawa Region, Indonesia"
06-08-2018 21:18:13 WIB,-8.30,116.15,4.0,11 Km,16 Km Barat Laut Lombok Utara -
06-08-2018 19:06:26 WIB,-11.5,118.16,5.3,10 Km,"South of Sumbawa, Indonesia"
06-08-2018 12:48:21 WIB,3.54,126.57,4.6,116 Km,58 km Baratdaya -Talaud Sulut
06-08-2018 07:28:19 WIB,-8.37,116.26,5.3,20 Km,"Sumbawa Region, Indonesia"
06-08-2018 06:46:40 WIB,-8.18,116.12,4.2,24 Km,27 Km Barat Laut Lombok Utara -
06-08-2018 00:42:35 WIB,-8.31,116.03,4.5,10 Km,28 Km Barat Laut Lombok Utara -
05-08-2018 23:49:41 WIB,-8.32,116.27,5.1,10 Km,Sumbawa Region
05-08-2018 23:40:13 WIB,-8.21,116.21,3.7,19 Km,19 Km Barat Laut Lombok Utara -
05-08-2018 22:20:42 WIB,-8.21,116.17,3.9,10 Km,21 Km Barat Laut Lombok Utara -
05-08-2018 22:11:28 WIB,-8.27,116.02,4.8,10 Km,30 km BaratLaut Lombok Utara - NTB
05-08-2018 21:53:01 WIB,-8.24,116.22,4.5,10 Km,16 Km Barat Laut Lombok Utara -
05-08-2018 19:49:52 WIB,-8.36,116.15,5.7,11 Km,"Sumbawa Region, Indonesia"
05-08-2018 18:46:35 WIB,-8.37,116.48,7.0,15 Km,Sumbawa Region
05-08-2018 18:14:47 WIB,-1.68,99.78,4.7,13 Km,99 km Tenggara Kep. Mentawai
05-08-2018 17:50:21 WIB,-9.5,121.28,5.1,110 Km,Savu Sea
05-08-2018 16:51:26 WIB,-2.39,99.42,4.9,24 Km,"Southern Sumatra, Indonesia"
05-08-2018 15:56:24 WIB,-2.39,99.40,5.2,31 Km,"Southern Sumatra, Indonesia"
05-08-2018 12:17:52 WIB,0.83,97.41,4.6,27 Km,Northern Sumatra
03-08-2018 15:31:25 WIB,-5.33,133.88,4.9,48 Km,"Aru Islands Region, Indonesia"
03-08-2018 12:42:16 WIB,-6.22,132.69,5.5,49 Km,"Tanimbar Islands Reg., Indonesia"
01-08-2018 22:25:28 WIB,-5.76,102.47,5.5,28 Km,"Southern Sumatra,Indonesia"
01-08-2018 17:44:02 WIB,-8.24,116.68,4.3,10 Km,"Sumbawa Region, Indonesia"
01-08-2018 03:28:56 WIB,-1.83,100.40,4.8,16 Km,"55km BaratDaya PESISIRSELATAN-SUMBAR, Indonesia"
30-09-2018 21:38:44 WIB,-1.32,120.20,4.9,10 Km,"Sulawesi, Indonesia"
30-09-2018 00:15:21 WIB,-1.19,120.08,4.3,10 Km,"Sulawesi,Indonesia"
29-09-2018 23:30:46 WIB,-1.29,119.96,4.1,10 Km,"Sulawesi,Indonesia"
29-09-2018 22:41:52 WIB,-1.32,120.10,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 22:40:16 WIB,-0.13,119.78,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 21:30:24 WIB,-1.52,120.10,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 21:26:19 WIB,-1.54,120.15,4.4,10 Km,"Sulawesi,Indonesia"
29-09-2018 19:21:44 WIB,-1.24,120.30,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 19:11:07 WIB,-0.65,119.94,4.2,10 Km,"Sulawesi,Indonesia"
29-09-2018 18:53:27 WIB,0.16,119.58,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 18:43:49 WIB,-1.20,119.84,3.8,10 Km,"Sulawesi,Indonesia"
29-09-2018 18:36:02 WIB,-1.29,120.11,4.0,10 Km,"Sulawesi, Indonesia"
29-09-2018 17:41:32 WIB,-0.04,119.94,3.8,10 Km,"Sulawesi, Indonesia"
29-09-2018 17:30:20 WIB,-1.4,120.14,5.1,10 Km,"Sulawesi, Indonesia"
29-09-2018 16:54:25 WIB,-0.06,119.73,4.4,10 Km,"Sulawesi, Indonesia"
29-09-2018 16:42:14 WIB,-1.07,119.92,3.7,10 Km,"Sulawesi, Indonesia"
29-09-2018 16:34:13 WIB,-1.29,120.05,3.9,10 Km,"Sulawesi, Indonesia"
29-09-2018 15:37:06 WIB,-0.06,119.91,4.3,10 Km,"Sulawesi, Indonesia"
29-09-2018 14:40:12 WIB,-1.51,120.15,5.1,10 Km,"Sulawesi,Indonesia"
29-09-2018 14:34:03 WIB,-1.52,119.54,3.8,10 Km,"Sulawesi,Indonesia"
29-09-2018 13:43:51 WIB,-1.48,119.96,4.2,10 Km,"Sulawesi,Indonesia"
29-09-2018 13:36:13 WIB,-1.38,120.58,4.6,10 Km,"Sulawesi,Indonesia"
29-09-2018 12:24:02 WIB,-1.27,119.94,4.3,10 Km,"Minahasa Peninsula,Indonesia"
29-09-2018 12:22:37 WIB,-1.29,120.07,4.1,10 Km,"Minahasa Peninsula,Indonesia"
29-09-2018 11:49:39 WIB,-1.56,120.04,3.7,10 Km,"Minahasa Peninsula,Indonesia"
29-09-2018 11:23:31 WIB,-0.38,119.39,4.5,10 Km,"Minahasa Peninsula,Indonesia"
29-09-2018 11:06:58 WIB,-0.18,119.67,3.8,10 Km,"Minahasa Peninsula,Indonesia"
29-09-2018 10:00:40 WIB,-1.74,120.10,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 09:54:25 WIB,-1.48,120.02,4.3,10 Km,"Sulawesi,Indonesia"
29-09-2018 09:46:51 WIB,-2.45,121.08,3.8,10 Km,"Sulawesi,Indonesia"
29-09-2018 09:32:52 WIB,-1.52,119.98,5.1,10 Km,"Sulawesi, Indonesia"
29-09-2018 09:11:49 WIB,-1.47,120.09,3.9,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:46:18 WIB,-1.44,120.10,4.2,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:43:34 WIB,-1.28,120.03,4.0,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:21:14 WIB,-1.37,120.22,4.0,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:18:37 WIB,-1.27,120.01,4.5,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:16:39 WIB,-1.38,120.11,4.1,10 Km,"Sulawesi,Indonesia"
29-09-2018 08:14:57 WIB,-1.38,120.12,3.8,10 Km,"Sulawesi,Indonesia"
29-09-2018 07:47:52 WIB,-1.48,120.23,4.1,10 Km,"Sulawesi,Indonesia"
29-09-2018 07:38:02 WIB,-2.46,121.01,4.5,10 Km,"Sulawesi,Indonesia"
29-09-2018 07:27:22 WIB,-1.37,120.05,4.4,10 Km,"Sulawesi,Indonesia"
29-09-2018 07:19:02 WIB,-0.51,120.00,4.2,84 Km,Minahasa Peninsula-Sulawesi
29-09-2018 07:05:17 WIB,-0.41,119.97,3.8,10 Km,(Minahasa Peninsula-Sulawesi
29-09-2018 04:24:02 WIB,-1.52,120.16,5.5,10 Km,"Sulawesi, Indonesia"
29-09-2018 01:21:14 WIB,-1.37,120.22,4.0,10 Km,"Sulawesi,Indonesia"
29-09-2018 00:15:21 WIB,-1.19,120.08,4.3,10 Km,"Sulawesi,Indonesia"
28-09-2018 18:42:49 WIB,-1.20,119.84,4.8,10 Km,"Minahasa Peninsula, Sulawesi"
28-09-2018 18:39:13 WIB,-0.51,119.75,4.7,10 Km,"Minahasa Peninsula, Sulawesi"
28-09-2018 18:36:28 WIB,-0.42,119.76,4.4,10 Km,"Minahasa Peninsula,Sulawesi"
28-09-2018 17:50:28 WIB,-0.76,120.04,5.9,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:47:45 WIB,-0.46,119.91,5.0,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:34:53 WIB,0.04,119.76,4.7,10 Km,"Minahasa Peninsula,Sulawesi"
28-09-2018 17:25:05 WIB,-0.98,119.99,5.7,14 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:16:51 WIB,-0.8,120.01,5.8,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:14:25 WIB,0.09,119.94,6.1,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:14:21 WIB,0.1,119.83,6.3,17 Km,"Sulawesi, Indonesia"
28-09-2018 17:02:45 WIB,-0.2,119.89,7.4,11 Km,"Sulawesi, Indonesia"
28-09-2018 17:02:44 WIB,-0.18,119.85,7.7,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 17:02:43 WIB,-0.22,119.85,7.4,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 15:25:01 WIB,-0.38,119.96,5.1,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 14:28:37 WIB,-0.35,119.87,4.9,10 Km,"Minahassa Peninsula, Sulawesi"
28-09-2018 14:17:14 WIB,-0.09,119.86,4.6,10 Km,"Minahasa Peninsula,Sulawesi"
28-09-2018 14:11:17 WIB,-0.35,119.96,4.4,10 Km,"Minahasa Peninsula,Sulawesi"
28-09-2018 14:00:00 WIB,-0.35,119.82,5.9,10 Km,"Minahassa Peninsula, Sulawesi"
27-09-2018 12:29:01 WIB,-6.99,131.30,5.2,73 Km,"Tanimbar Islands Reg., Indonesia"
27-09-2018 00:51:42 WIB,4.58,97.82,5.1,10 Km,"Northern Sumatra, Indonesia"
27-09-2018 00:51:41 WIB,4.58,97.81,5.1,10 Km,"Northern Sumatra, Indonesia"
26-09-2018 16:27:46 WIB,-0.91,133.09,5.3,58 Km,"Irian Jaya Region, Indonesia"
26-09-2018 04:16:51 WIB,-4.87,103.01,4.8,48 Km,54 Km Barat Daya Kaur - Bengkulu
