Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,Name,Item,Kind,Hidden
7/7/2020,ID-SA,Sulawesi Utara,34,1,18,15,1252,107,316,829,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,12.87,473.90,0.38,40.50,8.55%,25.24%,3.40,0.50,,,,
7/7/2020,ID-SB,Sumatera Barat,5,0,10,-5,780,31,664,85,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,141.32,0.00,5.62,3.97%,85.13%,,1.00,,,,
7/7/2020,ID-SS,Sumatera Selatan,30,1,28,1,2356,139,1236,981,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,3.65,286.70,0.12,16.92,5.90%,52.46%,0.42,0.17,,,,
7/7/2020,ID-SU,Sumatera Utara,24,1,9,14,1820,109,495,1216,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,1.61,122.35,0.07,7.33,5.99%,27.20%,1.26,0.25,,,,
7/8/2020,ID-AC,Aceh,1,0,9,-8,89,3,58,28,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,16.96,0.00,0.57,3.37%,65.17%,1.00,1.00,,,,
7/8/2020,ID-BA,Bali,30,1,12,17,1959,16,541,1402,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,7.12,464.64,0.24,3.79,0.82%,27.62%,0.77,,,,,
7/8/2020,ID-BT,Banten,16,0,15,1,1517,86,1240,191,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.49,141.48,0.00,8.02,5.67%,81.74%,2.67,1.00,,,,
7/8/2020,ID-BE,Bengkulu,7,1,2,4,151,14,98,39,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,3.50,75.52,0.50,7.00,9.27%,64.90%,2.33,,,,,
7/8/2020,ID-JK,DKI Jakarta,350,6,147,197,13008,662,8436,3910,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,32.27,1199.32,0.55,61.04,5.09%,64.85%,1.81,0.50,,,,
7/8/2020,ID-YO,Daerah Istimewa Yogyakarta,3,1,1,1,348,10,418,-80,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.83,95.84,0.28,2.75,2.87%,120.11%,0.43,,,,,
7/8/2020,IDN,Indonesia,1853,50,800,1003,68079,3359,31585,33135,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.99,256.72,0.19,12.67,4.93%,46.39%,1.46,0.74,,,,
7/8/2020,ID-JA,Jambi,0,0,0,0,121,2,81,38,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.64,0.00,0.57,1.65%,66.94%,0.00,1.00,,,,
7/8/2020,ID-JB,Jawa Barat,95,2,25,68,3948,190,1954,1804,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.10,87.42,0.04,4.21,4.81%,49.49%,1.17,1.00,,,,
7/8/2020,ID-JT,Jawa Tengah,247,18,121,108,7006,434,2781,3791,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,6.79,192.66,0.49,11.93,6.19%,39.69%,1.22,3.00,,,,
7/8/2020,ID-JI,Jawa Timur,393,16,164,213,14641,1410,8231,5000,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,9.71,361.69,0.40,34.83,9.63%,56.22%,1.22,0.76,,,,
7/8/2020,ID-KB,Kalimantan Barat,0,0,1,-1,344,4,306,34,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,63.44,0.00,0.74,1.16%,88.95%,0.00,1.00,,,,
7/8/2020,ID-KS,Kalimantan Selatan,123,3,62,58,3817,208,1126,2483,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,30.57,948.78,0.75,51.70,5.45%,29.50%,1.84,3.00,,,,
7/8/2020,ID-KT,Kalimantan Tengah,15,0,6,9,1073,62,491,520,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,5.84,417.46,0.00,24.12,5.78%,45.76%,0.83,1.00,,,,
7/8/2020,ID-KI,Kalimantan Timur,14,0,9,5,617,13,580,24,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,3.94,173.70,0.00,3.66,2.11%,94.00%,2.33,0.00,,,,
7/8/2020,ID-KU,Kalimantan Utara,0,0,1,-1,206,3,178,25,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,317.70,0.00,4.63,1.46%,86.41%,1.00,1.00,,,,
7/8/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,172,2,169,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,124.66,0.00,1.45,1.16%,98.26%,0.00,1.00,,,,
7/8/2020,ID-KR,Kepulauan Riau,5,0,12,-7,318,16,290,12,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,2.59,164.82,0.00,8.29,5.03%,91.19%,,1.00,,,,
7/8/2020,ID-LA,Lampung,1,0,0,1,202,12,159,31,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,22.21,0.00,1.32,5.94%,78.71%,,1.00,,,,
7/8/2020,ID-MA,Maluku,7,0,52,-45,837,17,466,354,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.79,453.14,0.00,9.20,2.03%,55.68%,0.27,1.00,,,,
7/8/2020,ID-MU,Maluku Utara,70,0,4,66,1032,31,128,873,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,53.52,789.11,0.00,23.70,3.00%,12.40%,5.00,1.00,,,,
7/8/2020,ID-NB,Nusa Tenggara Barat,23,6,23,-6,1414,71,928,415,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.36,268.30,1.14,13.47,5.02%,65.63%,0.77,6.00,,,,
7/8/2020,ID-NT,Nusa Tenggara Timur,3,0,34,-31,121,1,93,27,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.55,22.36,0.00,0.18,0.83%,76.86%,,1.00,,,,
7/8/2020,ID-PA,Papua,18,1,23,-6,2029,20,989,1020,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,4.15,467.47,0.23,4.61,0.99%,48.74%,0.60,1.00,,,,
7/8/2020,ID-PB,Papua Barat,0,0,1,-1,266,5,195,66,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,233.19,0.00,4.38,1.88%,73.31%,0.00,1.00,,,,
7/8/2020,ID-RI,Riau,0,0,1,-1,238,11,215,12,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,39.18,0.00,1.81,4.62%,90.34%,0.00,1.00,,,,
7/8/2020,ID-SR,Sulawesi Barat,2,0,1,1,129,2,90,37,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,82.69,0.00,1.28,1.55%,69.77%,0.67,1.00,,,,
7/8/2020,ID-SN,Sulawesi Selatan,167,3,15,149,6315,195,2248,3872,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,17.72,669.89,0.32,20.69,3.09%,35.60%,0.78,1.50,,,,
7/8/2020,ID-ST,Sulawesi Tengah,2,0,0,2,193,6,164,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.68,65.30,0.00,2.03,3.11%,84.97%,,1.00,,,,
7/8/2020,ID-SG,Sulawesi Tenggara,7,0,2,5,494,8,287,199,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.66,187.44,0.00,3.04,1.62%,58.10%,1.40,1.00,,,,
7/8/2020,ID-SA,Sulawesi Utara,89,1,12,76,1341,108,328,905,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,33.69,507.59,0.38,40.88,8.05%,24.46%,2.62,1.00,,,,
7/8/2020,ID-SB,Sumatera Barat,0,1,10,-11,780,32,674,74,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,141.32,0.18,5.80,4.10%,86.41%,0.00,,,,,
7/8/2020,ID-SS,Sumatera Selatan,63,0,10,53,2419,139,1246,1034,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,7.67,294.37,0.00,16.92,5.75%,51.51%,2.10,0.00,,,,
7/8/2020,ID-SU,Sumatera Utara,155,1,10,144,1975,110,505,1360,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,10.42,132.77,0.07,7.40,5.57%,25.57%,6.46,1.00,,,,
7/9/2020,ID-AC,Aceh,1,0,3,-2,90,3,61,26,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,17.15,0.00,0.57,3.33%,67.78%,1.00,1.00,,,,
7/9/2020,ID-BA,Bali,53,0,39,14,2012,16,580,1416,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,12.57,477.21,0.00,3.79,0.80%,28.83%,1.77,0.00,,,,
7/9/2020,ID-BT,Banten,13,1,24,-12,1530,87,1264,179,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.21,142.69,0.09,8.11,5.69%,82.61%,0.81,,,,,
7/9/2020,ID-BE,Bengkulu,4,0,1,3,155,14,99,42,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.00,77.52,0.00,7.00,9.03%,63.87%,0.57,0.00,,,,
7/9/2020,ID-JK,DKI Jakarta,277,6,223,48,13285,668,8659,3958,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,25.54,1224.86,0.55,61.59,5.03%,65.18%,0.79,1.00,,,,
7/9/2020,ID-YO,Daerah Istimewa Yogyakarta,7,0,4,3,355,10,422,-77,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,97.77,0.00,2.75,2.82%,118.87%,2.33,0.00,,,,
7/9/2020,IDN,Indonesia,2657,58,1066,1533,70736,3417,32651,34668,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.02,266.74,0.22,12.89,4.83%,46.16%,1.43,1.16,,,,
7/9/2020,ID-JA,Jambi,1,0,0,1,122,2,81,39,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,34.92,0.00,0.57,1.64%,66.39%,,1.00,,,,
7/9/2020,ID-JB,Jawa Barat,964,4,28,932,4912,194,1982,2736,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.35,108.77,0.09,4.30,3.95%,40.35%,10.15,2.00,,,,
7/9/2020,ID-JT,Jawa Tengah,179,5,39,135,7185,439,2820,3926,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.92,197.59,0.14,12.07,6.11%,39.25%,0.72,0.28,,,,
7/9/2020,ID-JI,Jawa Timur,416,27,180,209,15057,1437,8411,5209,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,10.28,371.97,0.67,35.50,9.54%,55.86%,1.06,1.69,,,,
7/9/2020,ID-KB,Kalimantan Barat,3,0,2,1,347,4,308,35,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.55,63.99,0.00,0.74,1.15%,88.76%,,1.00,,,,
7/9/2020,ID-KS,Kalimantan Selatan,106,2,22,82,3923,210,1148,2565,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.35,975.13,0.50,52.20,5.35%,29.26%,0.86,0.67,,,,
7/9/2020,ID-KT,Kalimantan Tengah,23,3,22,-2,1096,65,513,518,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,8.95,426.41,1.17,25.29,5.93%,46.81%,1.53,,,,,
7/9/2020,ID-KI,Kalimantan Timur,6,0,7,-1,623,13,587,23,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,175.38,0.00,3.66,2.09%,94.22%,0.43,1.00,,,,
7/9/2020,ID-KU,Kalimantan Utara,8,0,9,-1,214,3,187,24,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,12.34,330.04,0.00,4.63,1.40%,87.38%,,1.00,,,,
7/9/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,172,2,170,0,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,124.66,0.00,1.45,1.16%,98.84%,1.00,1.00,,,,
7/9/2020,ID-KR,Kepulauan Riau,3,0,0,3,321,16,290,15,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.55,166.37,0.00,8.29,4.98%,90.34%,0.60,1.00,,,,
7/9/2020,ID-LA,Lampung,1,0,1,0,203,12,160,31,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,22.32,0.00,1.32,5.91%,78.82%,1.00,1.00,,,,
7/9/2020,ID-MA,Maluku,8,0,21,-13,845,17,487,341,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,4.33,457.47,0.00,9.20,2.01%,57.63%,1.14,1.00,,,,
7/9/2020,ID-MU,Maluku Utara,73,2,2,69,1105,33,130,942,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,55.82,844.93,1.53,25.23,2.99%,11.76%,1.04,,,,,
7/9/2020,ID-NB,Nusa Tenggara Barat,29,1,12,16,1443,72,940,431,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.50,273.80,0.19,13.66,4.99%,65.14%,1.26,0.17,,,,
7/9/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,93,27,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,22.36,0.00,0.18,0.83%,76.86%,0.00,1.00,,,,
7/9/2020,ID-PA,Papua,28,0,57,-29,2057,20,1046,991,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.45,473.93,0.00,4.61,0.97%,50.85%,1.56,0.00,,,,
7/9/2020,ID-PB,Papua Barat,6,0,0,6,272,5,195,72,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,238.45,0.00,4.38,1.84%,71.69%,,1.00,,,,
7/9/2020,ID-RI,Riau,2,0,1,1,240,11,216,13,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.33,39.51,0.00,1.81,4.58%,90.00%,,1.00,,,,
7/9/2020,ID-SR,Sulawesi Barat,1,0,0,1,130,2,90,38,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,83.33,0.00,1.28,1.54%,69.23%,0.50,1.00,,,,
7/9/2020,ID-SN,Sulawesi Selatan,127,6,184,-63,6442,201,2432,3809,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.47,683.36,0.64,21.32,3.12%,37.75%,0.76,2.00,,,,
7/9/2020,ID-ST,Sulawesi Tengah,0,0,0,0,193,6,164,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,65.30,0.00,2.03,3.11%,84.97%,0.00,1.00,,,,
7/9/2020,ID-SG,Sulawesi Tenggara,6,1,3,2,500,9,290,201,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,2.28,189.72,0.38,3.41,1.80%,58.00%,0.86,,,,,
7/9/2020,ID-SA,Sulawesi Utara,87,0,27,60,1428,108,355,965,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,32.93,540.52,0.00,40.88,7.56%,24.86%,0.98,0.00,,,,
7/9/2020,ID-SB,Sumatera Barat,5,0,8,-3,785,32,682,71,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,142.23,0.00,5.80,4.08%,86.88%,,0.00,,,,
7/9/2020,ID-SS,Sumatera Selatan,56,6,4,46,2475,145,1250,1080,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,6.81,301.18,0.73,17.65,5.86%,50.51%,0.89,,,,,
7/9/2020,ID-SU,Sumatera Utara,109,5,12,92,2084,115,517,1452,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,7.33,140.10,0.34,7.73,5.52%,24.81%,0.70,5.00,,,,
7/10/2020,ID-AC,Aceh,0,0,5,-5,90,3,66,21,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,17.15,0.00,0.57,3.33%,73.33%,0.00,1.00,,,,
7/10/2020,ID-BA,Bali,86,0,15,71,2098,16,595,1487,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,20.40,497.61,0.00,3.79,0.76%,28.36%,1.62,1.00,,,,
7/10/2020,ID-BT,Banten,11,0,27,-16,1541,87,1291,163,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.03,143.72,0.00,8.11,5.65%,83.78%,0.85,0.00,,,,
7/10/2020,ID-BE,Bengkulu,3,2,2,-1,158,16,101,41,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,79.02,1.00,8.00,10.13%,63.92%,0.75,,,,,
7/10/2020,ID-JK,DKI Jakarta,252,0,180,72,13537,668,8839,4030,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,23.23,1248.09,0.00,61.59,4.93%,65.30%,0.91,0.00,,,,
7/10/2020,ID-YO,Daerah Istimewa Yogyakarta,7,0,3,4,362,10,425,-73,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.93,99.70,0.00,2.75,2.76%,117.40%,1.00,1.00,,,,
7/10/2020,IDN,Indonesia,1611,52,878,681,72347,3469,33529,35349,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.07,272.82,0.20,13.08,4.79%,46.34%,0.61,0.90,,,,
7/10/2020,ID-JA,Jambi,0,0,3,-3,122,2,84,36,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,34.92,0.00,0.57,1.64%,68.85%,0.00,1.00,,,,
7/10/2020,ID-JB,Jawa Barat,108,0,33,75,5020,194,2015,2811,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.39,111.16,0.00,4.30,3.86%,40.14%,0.11,0.00,,,,
7/10/2020,ID-JT,Jawa Tengah,153,22,199,-68,7338,461,3019,3858,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.21,201.79,0.60,12.68,6.28%,41.14%,0.85,4.40,,,,
7/10/2020,ID-JI,Jawa Timur,295,17,311,-33,15352,1454,8722,5176,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.29,379.26,0.42,35.92,9.47%,56.81%,0.71,0.63,,,,
7/10/2020,ID-KB,Kalimantan Barat,0,0,0,0,347,4,308,35,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,63.99,0.00,0.74,1.15%,88.76%,0.00,1.00,,,,
7/10/2020,ID-KS,Kalimantan Selatan,66,0,55,11,3989,210,1203,2576,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.41,991.54,0.00,52.20,5.26%,30.16%,0.62,0.00,,,,
7/10/2020,ID-KT,Kalimantan Tengah,35,0,1,34,1131,65,514,552,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,13.62,440.03,0.00,25.29,5.75%,45.45%,1.52,0.00,,,,
7/10/2020,ID-KI,Kalimantan Timur,19,1,10,8,642,14,597,31,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,5.35,180.73,0.28,3.94,2.18%,92.99%,3.17,,,,,
7/10/2020,ID-KU,Kalimantan Utara,0,0,1,-1,214,3,188,23,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,330.04,0.00,4.63,1.40%,87.85%,0.00,1.00,,,,
7/10/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,172,2,171,-1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,124.66,0.00,1.45,1.16%,99.42%,1.00,1.00,,,,
7/10/2020,ID-KR,Kepulauan Riau,0,0,4,-4,321,16,294,11,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,166.37,0.00,8.29,4.98%,91.59%,0.00,1.00,,,,
7/10/2020,ID-LA,Lampung,2,0,4,-2,205,12,164,29,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,22.54,0.00,1.32,5.85%,80.00%,2.00,1.00,,,,
