,text,Label
219,@tjitrosoenarjo kesalahan pak @jokowi pilih @listyosigitp sebagai kapolri. jd ya terima saja pak kinerja kepolisian yg rada2 menjengkelkan,netral
220,"@valosenadya1 @erickthohir @jokowi heran memang..
sekelas menteri kok gak ada malu2nya ngomong begitu..
sial bener...",netral
221,"@komnasham
@kompolnas_ri @kspgoid @jokowi https://t.co/b4agipdbxn",netral
222,@hyang_wisnu @kemkominfo @platejohnny @jokowi menkominfo johnny g. plate menargetkan pusat data digital berbasis in… https://t.co/cjshdh8bwm,netral
223,"rt @amer7211: knp aku respek @jokowi. dia boleh je amek hadiah tu tpi memilih utk menolak. tatkala rakyat byk yg dihimpit kesusahan, beliau…",positif
224,@hendrikk168 ganti kapolri deh..@jokowi klo segera ganti kapolri bakal kerepotan nanti ke depan..😤😤,positif
225,"rt @hyang_wisnu: kominfo targetkan pdn pertama di 2024
menkominfo johnny g. plate menargetkan pusat data digital berbasis internet (cloud)…",netral
226,@cnnindonesia ya lah...kan @jokowi jadi malu udah pernah sowan ke sana...harus balas budi donk...kalau perlu ntar a… https://t.co/jcqggybp86,negartif
227,@democrazymedia masa presiden @jokowi di denda kan atas nama program pemerintah 😀,negatif
228,"presiden @jokowi yang mengenakan setelan jas berwarna biru dan ibu iriana yang mengenakan kebaya berwarna putih, te… https://t.co/4lnreig4st",netral
229,@m45broo_ mental orba ??? pecatt ae dhe...🙏 @jokowi,negatif
230,"rt @penjagajokowi1: setelah menempuh perjalanan selama satu jam dari kota gunungsitoli, presiden joko widodo mendarat di pangkalan udara so…",netral
231,@simbokesarah @jokowi benar. ..memang ikulah hebatnya pakde dalam mencerdaskan rakyat..agar bisa menilai sendiri..,positif
232,"@katzedikke @erickthohir @jokowi kepercayaan masyarakat mulai menurun, blusukan adalah koentji 👌",positif
233,"@hyang_wisnu @kemkominfo @platejohnny @jokowi menurut menkeu, dukungan anggaran tsb dibutuhkan karena masih banyak… https://t.co/dfqpqpepd8",positif
234,"@yaniarsim @jokowi bubar, jangan sampi niru srilangka",positif
235,"rt @hyang_wisnu: soal anggaran kominfo, menkeu: perluas infrastruktur digital
dukungan anggaran tersebut, menurut menkeu, dibutuhkan karen…",positif
236,pak @jokowi salah langkah lagi memilih menteri dari partai @dpp_pan yg belum belum sudah menggunakan jabatannya seb… https://t.co/ssndmlp8w2,positif
237,@katzedikke @hirahito_ @erickthohir @jokowi @_screenshoter all,positif
238,@erickthohir @jokowi kalo pengen bantu memacu pertumbuhan ekonomi pasca pandemi ya diatur kebijakannya agar semua m… https://t.co/ypgj5rdaiy,positif
239,"dalam peninjauannya di bbpadi, @jokowi tampak melihat gudang plasma nutfah yang menyimpan berbagai koleksi dan kons… https://t.co/ho0bmkvl87",positif
240,"@ruhutsitompul @jokowi jujur saja dan terus terang dari beberapa org yg di survei oleh beberapa lembaga survei,utk… https://t.co/guupmjtygo",positif
241,"@erickthohir @jokowi hahahah! 😆😆😆
lama-lama pengen 🤮
ngidam pulak aku bang",positif
242,@hyang_wisnu @kemkominfo @platejohnny @jokowi sebanyak 15 perusahaan rintisan digital alias startup yang merupakan… https://t.co/jcwohqcf5z,netral
243,@wagimandeep212_ apapun alasannya..apapun prestasi pak @listyosigitp jangan lupa kalau pak @jokowi yg menaikkan jad… https://t.co/1uymu9lejt,negatif
244,"rt @hyang_wisnu: 15 startup lulusan ssi batch 4 kominfo
sebanyak 15 perusahaan rintisan digital alias startup yang merupakan bagian dari s…",netral
245,"menurut @jokowi , saat ini dunia sedang mengalami kekurangan pangan di mana-mana. oleh sebab itu, ia meminta semua… https://t.co/rz9ikaj0al",netral
246,"@hirahito_ @erickthohir @jokowi nah itu, presiden kok kerjaannya yg receh2 begitu",positif
247,@erickthohir @jokowi amatiran,negatif
248,@hotlan7bela @karedokleunca__ @cakmugik @listyosigitp @mohmahfudmd @ccicpolri @jokowi kok seperti gk ada harga dan wibawanya....,negatif
249,"“saya datang ke balai padi dari kementerian pertanian untuk memastikan ketersediaan pangan kita, utamanya beras kar… https://t.co/bco2i4gyvk",netral
250,"presiden @jokowi meninjau langsung balai besar penelitian tanaman padi (bbpadi) di kabupaten subang, jawa barat
https://t.co/smtsdd3omu",netral
251,"president @jokowi: ""west papua administration donate cows for idul adha.""
#westpapua https://t.co/u8dpc4xwoz",netral
252,@mncrgknskl @jokowi hahhaahahahahhahahahahaha lawaakk bgtt,netral
253,@katzedikke @erickthohir @jokowi kalo pun pengen bantu memacu pertumbuhan ekonomi pasca pandemi ya diatur kebijakan… https://t.co/uut5lsgdiw,netral
254,"jokowi pastikan ketersediaan pangan https://t.co/p21c01pkra
@jokowi",netral
255,@afi_sanusi1 @marquez__93 @jokowi jadi dukun aja lebih manfaat,negatif
256,@erickthohir @jokowi kasihan bener indonesian. kualitas begini yg menjabat .,netral
257,rt @kr1t1kp3d45_pro: hallo pak @jokowi dengarkan keluhan rakyat di riau ini... https://t.co/hezkpdmtew,netral
258,@hyang_wisnu @platejohnny @kemkominfo @jokowi @farrel27 @d_n4bil5 @aryprasetyo85 @yudi_luhur13 @03__nakula… https://t.co/6od82oq8di,netral
259,"kehadiran bendungan ini jg memberikan manfaat sebagai pembangkit listrik tenaga mikrohidro (pltm) sebesar 1,4 mw, r… https://t.co/x0vdgiy3ga",netral
260,"rt @hyang_wisnu: bangun infrastruktur digital untuk rakyat, menkominfo apresiasi dukungan semua pihak
menkominfo @platejohnny menyatakan p…",netral
261,@marquez__93 @jokowi ini lagi satu orang tolol yg nggak sembuh2 hasil makan taik yg di suguhi dgn merk coklat,netral
262,@jokowi bodo maat,netral
263,rt @selena_lauraaa: masyarakat nusa tenggara timur berterima kasih kepada presiden @jokowi dan pt pelni yg sdh menyediakan kapal tol laut s…,netral
264,"@sejak_tergusur @tatakujiyati @jokowi @mdy_asmara1701 @ekowboy2 hahahaha...., pea lo",netral
265,@jokowi emang intruksi anda di jalankan ama mentri...paling di lepehin,netral
266,"@ruhutsitompul ms kaban,bilang: ""indonesia bermartabat dengan pemimpin baru"". yg seperti ini sdh jls,otak dan hatin… https://t.co/50vtqsvzo2",netral
267,pak lapor pak @jokowi,netral
268,"@jokowi waktunya mkn baru urus benih, swasembadamu kpn nyampe son ? ve'ak 😅",negatif
269,"menyambut iduladha 1443 h, presiden joko widodo menyalurkan bantuan kemasyarakatan hewan kurban berupa sapi kepada… https://t.co/ktna3k8shd",positif
270,"rt @carolin8810: @jokowi gaspol kemajuan desa
menteri desa pembangunan daerah tertinggal dan transmigrasi abdul halim iskandar mengatakan d…",netral
271,"pembangunan bendungan beringin sila bertujuan untuk mengoptimalkan pemenuhan kebutuhan irigasi dan air baku, khusus… https://t.co/motp00oxlf",netral
272,rt @caexpoonline: #indonesian president @jokowi and visiting #chinese sc&amp; fm wang yi agreed on monday to foster new growth points and deepe…,netral
273,@odhe231 @jokowi @kspgoid emang sulit banget yaa cari orang yg bener2 kompeten utk ngurusin perdagangan di indonesi… https://t.co/rxnfme7nvr,netral
274,@sheptianoctav @jokowi udah punya mertua juga masih nanyain benih,negatif
275,"rt @renahoston178: diantara kecemasan ketika pak presiden @jokowi mengadakan kunjungan ke ukraina dan rusia, ada rasa bangga yg dirasakan p…",positif
276,bendungan beringin sila merupakan salah satu dari enam bendungan proyek strategis nasional (psn) yang dibangun di n… https://t.co/lfipxewdtg,netral
277,@erickthohir @jokowi stop deh bohongin rakyat pal,negatif
278,@erickthohir @jokowi gak ada akhlak,negatif
279,@gank_of_petojo @jokowi 😆,netral
280,rt @syahrul_yl: saya mendampingi presiden @jokowi meninjau pengembangan benih unggul yang dihasilkan balai besar penelitian tanaman padi ke…,netral
281,"@roesianam @jokowi sdh watak... moral rendahan
jd menhut zaman beye smp di katain harison ford
br seminggu jd mend… https://t.co/udf5e0pz8h",netral
282,"@hyang_wisnu @kemkominfo @platejohnny @jokowi komentar negatif bisa berdampak buruk bagi rekam jejak seseorang.
@kemkominfo @platejohnny",negatif
283,"rt @hrmnt80: pastikan ketersediaan pangan, presiden tinjau balai besar penelitian tanaman padi di subang
presiden @jokowi meninjau langsun…",netral
284,rt @johanadhi: konflik kepentingan @zul_hasan @jokowi @feriamsari @zainalamochtar @mohmahfudmd @alvinlie21 @burhanmuhtadi @yunartowijaya @b…,netral
285,"@ikramdewan1 @jokowi sepanjang perjalanan dari padang ke lampung , kalau dulu tahun 90an, hutan yang lebat, sawah y… https://t.co/z9xfwrn8ii",netral
286,"rt @pejuangind01: petugas hukum ngapain aja sih?ada akun kadrun pakai ava presiden tuh,lalu sebar hoax &amp; fitnah deh @ccicpolri @divhumas_…",netral
287,"direktorat jenderal sumber daya air menargetkan pembangunan bendungan beringin sila di desa tengah, kecamatan utan,… https://t.co/sxj2xgl7j0",netral
288,@jokowi setuju loh mas joko..,netral
289,"rt @jokowi: pengorbanan, keikhlasan, dan rasa syukur ke hadirat allah yang maha kuasa, akan membuat hidup manusia punya makna dan menjadi j…",netral
290,"dana desa boleh digunakan untuk penanganan pmk
#tppjawatimur #tppitulungagung
@jokowi @halimiskandarnu… https://t.co/pm2krsadxu",netral
291,"mari bertaruh, pukul berapa pasangan homo itu akan pulang ? ➡️
setelah kemarin pakai hot pants yang 🤮, kali ini aka… https://t.co/xgxce5p7em",netral
292,"@hyang_wisnu @kemkominfo @platejohnny @jokowi jangan tinggalkan rekam jejak negatif di media sosial kita.
@kemkominfo @platejohnny",negatif
293,"@pakguruhonorer @jokowi hahaha jokowi memang pemberani, berani bohongin pemilihnya",negatif
294,"@erickthohir @jokowi pak modalin aku barbershop dong,bantuan pemerintah tak ada buat saya",negatif
295,@pertamina mohon pencerahan kenapa harga pasaran buat indonesia lebih mahal dr malaysia ?? padahal itu ron 95 vs ro… https://t.co/erzsd4frsr,netral
296,"@fredmansel @iqbaal_7 @detikcom @jokowi gak logis.
masalahnya apa kok solusinya disuruh pindah..",netral
297,indonesia is working hard on the food security front ! listen to president @jokowi on the self sufficiency level fo… https://t.co/2w1oojkqtp,netral
298,"bendungan beringin sila di sumbawa ditarget rampung akhir tahun ini https://t.co/giqbrrydjd
@jokowi",netral
299,"@hyang_wisnu @kemkominfo @platejohnny @jokowi ada etika yang harus dijaga saat di ruang digital
@kemkominfo @platejohnny",netral
300,presiden @jokowi memastikan agar bantuan tersebut dapat memperkuat daya beli masyarakat sehingga dapat meningkatkan… https://t.co/w0hrccn6br,positif
301,@erickthohir @jokowi bhuahaha begitu caranya kasih amplop buat naikin ekonomo rakyat?? ga ada cara yg elegan?? 🤣🤣🤣,negatif
302,@fachrudinrozi @infosebelah @jokowi @divpropampolri @divhumas_polri @kejaksaanri @aryprasetyo85 @kesittt @pencerah__ bekingnya kaseto,netral
303,@daddyashari @jokowi menteri titipan panci,negatif
304,@infosebelah @jokowi @divpropampolri @divhumas_polri @kejaksaanri @aryprasetyo85 @kesittt @pencerah__ berlaku ga ka… https://t.co/vtvocqu6mz,netral
305,"@ganjarpranowo @dinaslhkabmagelang
@pemkabmagelang @jokowi https://t.co/wqpgkbfpus",positif
306,nechhh iqro' y @tatakujiyati @mdy_asmara1701 @mskaban3 supaya otaknya pd rada trcerahkan sedikit! ind 🇮🇩 yg di… https://t.co/xikx8fbon3,negatif
307,"pak @jokowi /@kiyai_marufamin mungkin hrs nonton cuplikan video ini lg..
#universitasairlangga cctv https://t.co/lpzy2drqyc",netral
308,@trahmunir @kompastv @dinopattidjalal @jokowi ciye begoknya smpe tua,negatif
309,rt @ikramdewan1: @yulhar13959 @jokowi akhhh gak kok sumatera bagian mna tuhh soal nya aku tinggal di sumatera juga,netral
310,@jumianto_rk @_kanjengraden @zul_hasan @jokowi langkah catur p jokowi markotop 'dipangku',negatif
311,@erickthohir @jokowi nyong suka lawakan ini...ta putar terus...makin ketawa bae https://t.co/kpzmmikm5c,negatif
312,@hyang_wisnu @kemkominfo @platejohnny @jokowi bijaklah dalam menggunakan media sosial. gunakan kata-kata yang tidak… https://t.co/xld6vjn8ub,positif
313,@erickthohir @jokowi statement capres !,netral
314,"jokowi gas pok literasi keuangan - komitmen kembangkan literasi keuangan petani dan nelayan
@jokowi https://t.co/pyw1b5dke8",positif
315,@alisyarief @jokowi @aniesbaswedan abu janda diperiksa apanya? abu nya apa janda nya?,negatif
316,@jokowi ini juga buat yg faham🤣 eh malah sok²an mau ngasi bantuan ke rs ukraina.🤣🤣mau cari muka ke rakyat sendiri d… https://t.co/l8jhrjwnp6,negatif
317,"@hyang_wisnu @kemkominfo @platejohnny @jokowi hati-hati jejak digital kita akan tetap terekam.
@kemkominfo @platejohnny",negatif
318,"@jokowi semut di seberang sungai nampak jelas wujudnya sementara gajah di pelupuk mata sama sekali tidak keliatan,k… https://t.co/moa4uxafot",negatif
319,"biarkanlah rezim @jokowi merasa seolah akan hidup seribu tahun lagi, kalau allah berkehendak, semua yg tdk mungkin… https://t.co/v7sjqt6ktr",negatif
320,"oposisi planga-plongo yang dikasih kesempatan oleh presiden @jokowi ternyata hanya bisa planga-plongo
kualitas seo… https://t.co/fkc7gbxcyt",negatif
321,"@jumianto_rk @zul_hasan @jokowi keknya pa presiden @jokowi , menyesal menunjuk mentri perdagangan kpd… https://t.co/0ihpz99o26",negatif
322,"jokowi pro kesetaraan gender - terbatasnya akses teknologi hambat umkm perempuan
@jokowi https://t.co/dm0aguqnn6",positif
323,"rt @andikamalreza: buat kita semua generasi muda, yg selama ini ga paham sama kasus kpk hari ini, ya, tepat hari ini, surpres (surat pres…",netral
324,rt @ranisor: panitia nasional kemerdekaan ri ke 77 yang dikoordinir oleh sekretariat negara memerlukan identitas tunggal untuk dipakai seba…,positif
325,"rt @oscarwh13: #desawisatanusantara
@jokowi @halimiskandarnu
@kemendespdtt
@ditjenpdp
@malik_haramain
@imansyukri
@taufikmadjid71
@yusrada…",positif
326,rt @abdulali2111: please help refugees in indonesia @refugees @uninindonesia @annmaymann @unhcrindo @unmigration @valeriejulliand @iomindon…,positif
327,@katzedikke @erickthohir @jokowi 3 periode ✊,negatif
328,"jokowi gas pol pendidikan anak - penrinya ajarkan perilaku sesuai pancasila sejak dini
@jokowi https://t.co/amgmdqsuie",positif
329,"setuju dengan pak presiden @jokowi
@ccicpolri @divhumas_polri
https://t.co/yyqacxcjv0",positif
330,@jokowi masih sanggup bayar pengguran 3 juta sebulan selama setahun...kadrun glorie bangeut 😀😀 https://t.co/iojfmeuh3j,positif
331,@literasitypo @erickthohir @jokowi ntar lagi bikin video ngintip gorong2,negatif
332,"@jokotol7 @kr1t1kp3d45_pro @jokowi loe yg pinter aja..hidup loe masik blangsatt..
ente yg ngaku"" pinter..
uda puya… https://t.co/uhhh3xhhm8",negatif
333,"presiden @jokowi meninjau langsung balai besar penelitian tanaman padi (bbpadi) di kabupaten subang, provinsi jawa… https://t.co/9qdgmxjeg4",positif
334,"@odhe231 @jokowi @kspgoid zul zul,kmu tuh sekarang udah jadi pembantu presiden,jangan maen2 lagi kyk kemaren",negatif
335,@erickthohir @jokowi statement seorang mentri bumnenek dia di pasar jokowi kasih bantuan itu cara pemerintah ibarat… https://t.co/0pums25p3n,positif
336,@projonolsatu @jokowi ehm...........,netral
337,"@katzedikke @erickthohir @jokowi tingkat kepercayaan masih diangka 65-67%
saatnya blusukan",negatif
338,"@erickthohir @jokowi amplop?
penguasa tp ga paham macro..mana ada beginian memberikan impact pertumbuhan ekonomi.
🤣🤣🤣🤣
ekonomi keluarganya?",negatif
339,@jokowi ayo hemat pangan,positif
340,"@fredmansel @iqbaal_7 @detikcom @jokowi ya kagak bisa asal pindah dong, kita ini sedang sulit, maka dari sekian ora… https://t.co/3qrpovb87t",negatif
341,@12_0_8_1 @erickthohir @jokowi 🙄🙄,negatif
342,"rt @negerikolam: pak lurah mendukung @jokowi menjadi sekjen pbb, biar dunia rasakan kehebatan ngibulnya.😎 https://t.co/bk3u3o9r6c",negatif
343,@antojagad4 @gopank7 @thepzcheq @gunromli @jokowi kecerdasan my ass 🤣,negatif
344,@akunrecehpeduli @jokowi ada yang setuju tentu pak harga bbm naik... yaitu para buzzerrp dan pendukung kebijakan b… https://t.co/pihxg8evxc,negatif
345,"rt @2mikeadamhalik: menanggapi pertanyaan awak media soal menteri yang berkampanye,presiden @jokowi meminta menterinya untuk fokus bekerja.…",positif
346,"rt @akunrecehpeduli: pura2 tanya pak.,.??
faktanya bbm sudah naik dan diikutiin dengan harga cabe setinggi langit pak @jokowi ..!!🙄🤔
#bbm_…",negatif
347,@jokowi 2/2 he arrived in your country with a diplomatic passport from china and would like to be able to explain t… https://t.co/lcdzjqmlfx,negatif
348,@katzedikke @erickthohir @jokowi cakep nih orang,positif
349,"rt @buayaubanan: kita satu dalam naungan pancasila , kita bukan khilafah.indonesia bukan khilafah.saya warga indonesia mendukung pemerintah…",positif
350,"selain bantuan sosial bagi para pedagang, @jokowi juga memberikan sejumlah bantuan bagi para penerima manfaat progr… https://t.co/qwk5mcimv8",positif
351,@syofiande5motor @jokowi @binofficial_ri @nuchannels @saidaqil @msoekarnoputri @rockcenternyc @tiktoksupport 😈capta… https://t.co/j1makktyhv,negatif
352,"@duckbusterr @erickthohir @jokowi wkwkwkwkw.....
wkwkwkw....",negatif
353,"@erickthohir @jokowi mamacu pertumbuhan ekonomi pajabat iya.
jangan sampai seperti negara banglades. 'dah itu saja.",negatif
354,"“tambahan modal kerja untuk usaha mikro, pedagang pasar, pedagang kaki lima (pkl) penting, karena kita ingin mentri… https://t.co/jdkzcswliq",positif
355,@yuliati40608138 @jokowi @halimiskandarnu @nuri_maulidi_z @mift4hulmunir @cak_furi1 @iskandar__nh @hizbullohhuda1… https://t.co/twgmifyv1l,netral
356,"@erickthohir @jokowi si erick makin bego
bkn nya tambah pinter bumn di suntik 70t",negatif
357,@erickthohir @jokowi 😁😁😁🤭 begini ya caranya memacu pertumbuhan ekonomi.. ????,negatif
358,"presiden @jokowi berharap, bantuan itu dapat memperkuat daya beli masyarakat dan meningkatkan pertumbuhan ekonomi d… https://t.co/lwquhqhqgn",positif
359,"@zialogi wwwwkkewekkkk....mantapppp....dimana presisi nya ya pak...@jokowi ...
skrg terkesan pilihan bapak..cuma berdasarkan agama saja..",negatif
360,@jokowi 😂😂,netral
361,"presiden @jokowi mengunjungi pasar sukamandi, subang, jawa barat, hari ini. di pasar itu, ia bertemu para pedagang… https://t.co/kxabtb4o7m",positif
362,"@erickthohir @jokowi pak erick
kurs bisa ke 13rb saja, signifikan dampak nya utk produsen yg masih ada muatan impo… https://t.co/i3u6ipitq2",positif
363,rt @jokesbats: @maya83206301 @listyosigitp @divhumas_polri sukro aja bebas....si topa apalagi dah ktangkep tapi bebas....pak @jokowi kapan…,negatif
364,bansos pacu pertumbuhan ekonomi dan jaga daya beli masyarakat https://t.co/36lqbyk4nl @jokowi,positif
365,"rt @ahmadsy70301907: #tpplamongan
#tppjawatimur
semangat mengawal proses penyusunan rkpdesa tahun 2023 dimulai bulan juli s/d 31 agustus 20…",positif
366,@erickthohir @jokowi bantuan itu duit rakyat apa uang pribadi? kalo duit rakyat namanya bukan bantuan tapi kewajiban,negatif
367,"rt @selena_lauraaa: pemberian vaksinasi gratis untuk seluruh karyawan pt pelni adalah bentuk kepedulian dr pemerintahan presiden @jokowi, @…",positif
368,"@jokowi your excellency, president joko widodo. our investor has been working for a month now at the hotel in jakar… https://t.co/pkd5sychty",positif
369,@anaismawatiism1 @jokowi 👍🇲🇨❤🇲🇨🙏,positif
370,copot !! @pdi_perjuangan @dpp_pkb @partaigolkar @nasdem @jokowi @mohmahfudmd @dpr_ri @reflyhz @karniilyas… https://t.co/aphlw6nv7d,negatif
371,@yuliantowie @hajeedude @aprabowoadi @uyokback @jokowi kontol,positif
372,"jokowi berharap harga minyak goreng curah bisa berada di kisaran rp 14 ribu atau di bawahnya.
https://t.co/whxswufhpy
@jokowi",positif
373,@opowaelahkeno77 @jokowi horeeeeeeee...... presiden idolakuuuu 👍👍👍👍,positif
374,"@erickthohir @jokowi oowwhh..... teori ekonomi mikroskop ya pak ?
seketika jadi besar pertumbuhannya.",netral
375,@regdenef @jokowi @yusrilihza_mhd @ramlirizal @nurmantyo_gatot @officialmkri kira-kira kalo kalah dicerai gak ya? penasaran,negatif
376,@fredmansel @iqbaal_7 @detikcom @jokowi emang negeri ini milik nenek moyang kau,negatif
377,@anaismawatiism1 is the best @jokowi 🇲🇨❤🇲🇨,positif
378,@jokowi smngt pak,positif
379,@jokowi bravo pak presiden,positif
380,rt @kmer212: @maya83206301 @jokowi masih nggak kapok adiknya pernah di tangkap kpk https://t.co/uzldktyjf2,negatif
381,"@jokowi benih benih cukup disiapkan, import berasnya di dahulukan kebanyakan ngibul ah🤣🤣🤣🤣",negatif
382,"presiden @jokowi gas pol penegakkan hukum? pinginnya sih gitu. tujuan dari keadilan restoratif ini baik, masala… https://t.co/qgvieksoni",negatif
383,@hyang_wisnu @kemkominfo @platejohnny @jokowi payung hukum inisiatif pembangunan pdn ini tercantum pada peraturan p… https://t.co/tf3vk7kyav,positif
384,rt @diajengbhakti: @kurawa @jokowi dari awal kesel bgt dia dijadiin menteri lagi. karena jatah koalisi jadi begini. hadeuh pak. ngeselin bg…,negatif
385,"@veritasardentur @jokowi setuju bang!
kampungan n norak banget nih gaya bos loe sat @valeryanbr @onlyfrens!!",negatif
386,gw aja sini jadi menkes @jokowi https://t.co/31bnh5pjj2,positif
387,@afi_sanusi1 @marquez__93 @jokowi label yg melekat pada anis sbg bapak politik identitas tidak bisa dicuci dgn nara… https://t.co/fqgpaagsed,positif
388,@syofiande5motor @jokowi @binofficial_ri @nuchannels @saidaqil @msoekarnoputri @rockcenternyc @tiktoksupport 👑kmsb… https://t.co/cn86jjgezg,positif
389,@yaniarsim @jokowi https://t.co/32fdssgkxd,positif
390,@iiizahrah @erickthohir @jokowi setujuuuu.............,positif
391,@hyang_wisnu @kemkominfo @platejohnny @jokowi @aryprasetyo85 @farrel27 @d_n4bil5 @delardian_ @firzahusainid… https://t.co/q3yl6oo29y,positif
392,rt @katrinrienks: @kurawa @jokowi nanti pilih futri anak sy ya... ini minyak goreng gratis https://t.co/rnbecqpsog,positif
393,"balai prasarana permukiman wilayah (bppw) maluku utara, tengah mewujudkan peningkatan kualitas permukiman kumuh per… https://t.co/qvqevndshr",positif
394,masih inget dong ya? inget dong masa enggak....😊 cc @jokowi https://t.co/cfvnh5wsjg,positif
395,@jokowi pak ada benih benih asmara ga?,netral
396,@tjitrosoenarjo @jokowi mohon pak @jokowi perintahkan juga buat @pak @listyosigitp agar tegas terhadap sebaran hoak… https://t.co/123qgah6eg,positif
397,"rt @infosebelah: apa karna mereka gadis bocah desa dan miskin maka je boleh memperkosa dan aparat penegak seolah diam ? @jokowi
@kejaksa…",negatif
398,menyulap kawasan kumuh di kota ternate jadi layak huni dan produktif https://t.co/pteh1hn4aj @jokowi,positif
399,@semutkecil01 @sehat_roemah @kemenkesri @jokowi @mohmahfudmd @kemenkeu @fpksdprri @fraksipkb @fraksi_gerindra… https://t.co/srkudwia20,positif
400,@mahasiswigenz @jokowi uugghhh malu banget 🫣 sampe di muat dimedia.,negatif
401,kacau.. diberi amanh menurunkan migor ini malah migor dijadikan alat utk kampanye anaknya dan @pan. kacaaau....… https://t.co/pysf7t51ya,negatif
402,kemenkes pun memastikan akan memonitor dengan ketat laboratorium mana saja yang tidak memasukan hasil tes pcr ke da… https://t.co/lvwgirxzzx,positif
403,@partono_adjem @jokowi panglima banser lg kosong tuh.. 😅,negatif
404,@johnhendrik3 @alisyarief wwkkwkkk...itu rajapaksa...raja utang gk bayar...ya kayak dia...berutang sama darah pahlw… https://t.co/nyhxwkfpr0,negatif
405,pasien dengan hasil pcr positif di pedulilindungi akan terlabel “hitam”. dengan label ini pasien tidak dapat masuk… https://t.co/mpqy8zsw7g,positif
406,@erickthohir @jokowi you jangan ngelawak lah pak..,negatif
407,"@jokowi @kemenkumham_ri @polhukamri @mohmahfudmd @kemenag_ri @ansor_satu @yaqutcqoumas one step closer, negara 1 ag… https://t.co/bms3p3gsji",positif
408,rt @dongga_ogie: @cintada16 pak @jokowi,netral
409,"rt @ainunaljapari: @kurawa @jokowi apa mau nunjukin kinerja tiap partai juga ya, dulu dah kasus tapi masih aktif terus sekarang diberikan t…",negatif
410,@kemenpu @jokowi kapan selesai pak?,netral
411,"sama rakyatnya sendiri kok takut sih pak @jokowi.
hadapi dengan bijaksana lah kalau bpk benr2 seorang pemimpin yg k… https://t.co/o3abg2m0qq",negatif
412,instruksi ini muncul menyusul adanya laporan banyak masyarakat yang melakukan tes pcr tapi tidak mau hasilnya terca… https://t.co/w5dvrccibi,negatif
413,@ipeh_tetapnganu @jokowi yaw nyeseekk sampe ulu ati 🤣🤣🤣,negatif
414,@erickthohir @jokowi agendakan kegiatan bagus tersebut ke seluruh pasar di pelosok nusantara pak... untuk memacu pe… https://t.co/g0pm2uqspx,positif
415,"@jokowi gaspol kemajuan desa
menteri desa pembangunan daerah tertinggal dan transmigrasi abdul halim iskandar menga… https://t.co/jroqbzbx24",positif
416,"klo di pasar harga migor curah sudah 14 ribu ngapain didatengin pak @jokowi, harusnya yg masih di atas itu. artinya… https://t.co/3ahzxpiesm",negatif
417,@bolukukussss @umyka___ @drsito3 @jokowi eh ada babi ikutan komen.,negatif
418,"pemerintahan @jokowi gas pol ketahanan energi. untuk menjaga ketahanan energi nasional, pertamina dongkrak produk… https://t.co/oah068lqxb",positif
419,rt @aqylah_nadya: @komnasham @komisiyudisial @najwashihab @matanajwa @mahkamahagung @mohmahfudmd @ylbhi @awkarin @ernestprakasa @kemenkumha…,positif
420,@wagimandeep212_ @budimandjatmiko @jokowi pecat menteri yang nga serius kerjanya.....,negatif
421,"rt @ntkeane_kus: @rajajuliantoni @jokowi met malam pak wamen,, sy sedang ikut program ptsl di kab bekasi. menurut pak rw disana, saat penga…",positif
422,"@democrazymedia untung bpk @jokowi presiden, sehingga ri masih lebih baik kondisi ekonomi, pangan, papan. seandainy… https://t.co/srzydvdqmx",positif
423,@psantoda @diva_nkri @listyosigitp kapolri pengecut #gantikapolri @jokowi,negatif
424,"rt @aqylah_nadya: jauh lebih sakit untuk kami menerima bahwa papa harus dihukum untuk perbuatan yang ia tidak lakukan, semoga kami mendapat…",negatif
425,lidah ngga bertulang tapi ya jangan gini gini banget @jokowi https://t.co/zmvl3ujiwa,negatif
426,"rt @aryprasetyo85: kesaksian korban kebidaban sang pedofil julianto ekaputra pemilik spi di batu malang
sampai sekarang kasus nya berlarut…",negatif
427,"@maya83206301 @dimaselagie @jokowi pakdhe, pecat saja zh...kesuwen
malah ngrusak kabinet.",negatif
428,menkominfo @platejohnny mengatakan pihaknya sedang mempersiapkan beberapa aplikasi super atau suoer apps untuk meng… https://t.co/i3cmsxajaj,positif
429,@mskaban3 bodoh gn makanya @jokowi ga tertarik untuk angkat jd menteri,negatif
430,@andi_sharif dibagikan ke siapa saja ya?? @jokowi,netral
431,@erickthohir @jokowi gini amat ya pola pikir seirang menteri mukidi ...,negatif
432,@ajiejalmi_alit @jokowi ya bidjimane yak wkwkkw,negatif
433,@pandji @jokowi @basuki_btp yg ke 3 ...aduhhhhh klo dlm hitungan kalkulator hasilnya..eeee,negatif
434,"@uyaboira kasian @jokowi diremehkan, dikibuli, dipermainkan, dikhianati oleh menteri²nya. apes bnget jdi rakyat republik.",negatif
435,@msaid_didu syungguh??? @jokowi,negatif
436,@cintada16 pak @jokowi,netral
437,@erickthohir @jokowi gak sembari kampanye seperti minyak goreng itu kan pak 🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️,negatif
438,"rt @capktain: menkominfo @platejohnny menyatakan pembangunan infrastruktur digital ditujukan untuk seluruh rakyat. oleh karena itu, menkomi…",positif
